Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
1039,753,799,744,1130,482,790,462,907,951
1040,753,800,743,1131,482,790,461,906,952
1040,756,801,747,1132,485,790,462,907,956
1039,759,800,748,1131,484,790,463,907,957
1037,758,799,747,1130,485,788,463,907,957
1037,753,798,744,1129,484,788,462,906,952
1039,750,800,738,1129,479,788,460,906,948
1040,748,800,737,1130,477,789,457,908,946
1040,748,801,736,1130,478,790,458,909,945
1040,747,802,735,1132,479,791,458,908,944
1042,749,803,736,1132,482,792,458,909,946
1043,751,803,737,1133,483,792,459,910,947
1041,751,801,737,1132,482,791,458,909,947
1039,752,799,739,1129,482,789,458,907,948
1039,750,799,737,1129,480,788,458,907,945
1038,746,800,734,1130,477,789,454,908,941
1040,743,801,733,1131,475,791,454,909,940
1040,744,802,733,1131,476,790,454,910,941
1040,743,801,733,1130,476,791,454,910,941
1040,744,802,733,1131,476,791,453,909,943
1042,751,802,737,1131,480,791,457,911,947
1042,752,801,741,1130,481,790,458,910,950
1040,750,800,739,1129,479,789,458,909,947
1041,745,802,735,1130,477,790,455,911,942
1043,742,805,732,1131,474,791,453,911,940
1043,741,805,731,1132,475,791,452,913,937
1043,739,805,730,1133,474,791,452,914,935
1045,741,806,731,1132,475,792,452,913,937
1046,745,806,734,1133,478,792,455,916,941
1046,748,806,737,1133,479,792,458,915,945
1045,746,806,736,1131,478,790,458,915,942
1047,742,807,733,1132,474,791,456,914,939
1049,740,809,732,1133,472,791,455,916,937
1048,738,808,732,1133,472,792,455,917,937
1047,739,807,731,1131,471,791,456,914,937
1046,739,806,732,1131,471,790,457,914,937
1044,740,804,732,1129,472,787,457,914,938
1042,740,803,733,1127,472,785,458,914,938
1043,733,803,727,1125,467,783,456,912,928
1044,726,804,719,1124,465,782,453,917,918
1046,718,808,714,1126,464,785,451,921,913
1049,714,808,710,1127,461,786,450,923,908
1049,712,809,708,1127,461,785,451,923,905
1048,716,809,713,1126,463,783,452,921,911
1046,721,807,717,1125,464,781,454,919,918
1048,720,808,716,1125,462,782,453,920,917
1050,717,809,715,1126,461,782,452,925,914
1050,714,810,713,1127,460,784,451,924,911
1049,715,809,712,1127,462,784,451,923,911
1048,716,808,712,1126,463,782,453,922,910
1045,715,805,712,1123,462,777,455,921,908
1043,709,804,707,1122,458,775,454,920,900
1045,699,805,701,1122,452,776,449,922,893
1049,692,808,691,1123,448,776,447,926,880
1051,683,810,685,1124,444,774,447,926,869
1051,680,810,682,1124,444,771,448,927,864
1050,684,808,686,1124,443,769,448,925,872
1047,687,807,688,1122,444,769,448,925,878
1046,687,806,688,1121,444,766,450,924,878
1046,687,805,689,1120,444,766,450,925,879
1046,689,804,692,1120,445,766,450,923,883
1045,689,804,692,1120,445,766,451,923,884
1045,693,804,695,1120,446,766,452,922,890
1043,698,803,701,1120,451,765,455,922,896
1043,701,803,702,1119,452,764,456,922,896
1043,697,802,701,1118,450,764,454,922,893
1045,696,805,698,1118,447,765,452,924,892
1046,696,806,699,1120,447,765,453,925,892
1046,696,806,699,1122,448,766,453,925,892
1046,697,806,700,1122,449,766,454,923,895
1045,703,806,704,1123,453,766,454,923,900
1045,709,805,708,1123,457,766,459,922,904
1044,709,805,709,1124,458,765,459,922,905
1044,707,804,709,1123,456,764,459,921,904
1043,705,805,708,1121,454,762,457,922,903
