Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
1198,681,1021,651,1231,376,958,397,1084,837
1184,687,1004,661,1219,393,942,400,1069,848
1170,694,991,662,1226,406,937,400,1052,853
1157,705,976,669,1232,419,928,402,1037,863
1149,701,965,673,1232,427,919,404,1029,865
1043,671,874,606,1213,449,869,363,903,790
956,655,789,587,1149,458,832,344,810,775
940,670,769,602,1132,459,817,352,799,795
924,681,753,619,1120,464,805,355,786,809
908,693,738,629,1105,477,797,362,765,817
891,711,719,646,1086,493,782,374,753,837
875,731,706,667,1073,500,770,382,739,860
854,752,692,685,1057,513,763,390,722,884
841,758,674,698,1042,520,743,401,710,900
820,769,651,704,1028,537,735,412,683,907
784,778,619,707,1013,559,722,416,632,911
773,784,605,712,1001,559,713,413,620,914
762,778,596,702,1000,559,712,406,599,903
747,773,581,691,991,563,702,406,581,892
760,621,568,594,922,343,589,280,659,816
750,605,566,574,922,326,603,265,644,786
779,710,599,693,902,418,610,351,690,892
792,703,607,691,909,410,609,354,710,888
801,695,615,683,912,400,604,353,721,882
812,686,626,682,911,387,603,350,735,870
881,664,695,686,955,359,619,344,814,852
913,659,728,689,965,358,633,350,841,846
948,650,765,680,974,353,648,349,884,832
966,636,785,674,981,348,662,347,895,831
981,634,801,668,988,340,681,343,909,827
1001,632,825,669,994,341,693,349,932,827
1021,633,850,679,1000,344,702,364,960,831
1043,639,875,690,1014,352,713,382,989,837
1071,644,906,697,1027,357,733,398,1022,844
1095,642,937,703,1043,366,752,417,1055,848
1000,590,785,567,1159,343,727,302,875,782
1050,588,830,575,1171,349,753,303,937,783
1137,624,930,636,1163,366,798,341,1052,827
1157,626,958,646,1170,370,813,351,1086,828
1178,602,984,635,1167,360,818,358,1119,809
859,345,651,375,1001,217,616,279,743,494
873,407,659,430,996,246,613,299,749,575
876,465,661,484,1001,287,612,323,754,643
877,494,657,509,1008,319,606,347,751,664
879,505,655,518,1009,331,603,357,748,673
886,521,665,537,1016,338,607,365,757,702
892,550,670,563,1019,351,603,381,765,744
894,602,673,612,1022,371,603,395,776,813
905,660,685,664,1037,398,612,415,788,876
909,700,684,701,1033,421,611,435,792,919
913,737,687,735,1034,442,609,454,800,960
911,776,686,772,1037,470,607,479,793,999
906,802,677,794,1037,493,605,497,786,1011
911,819,683,810,1042,506,608,502,792,1017
919,818,691,816,1042,499,603,508,800,1018
918,823,688,820,1040,503,603,511,803,1022
925,826,692,825,1040,506,602,516,810,1024
938,829,703,826,1048,511,608,524,821,1025
