1.933132173442881765e+02,2.614899615664050430e+02,3.889730067755344862e+02,2.000024999843751914e+02,3.375574025258518986e+02,2.732215218462850430e+02,2.111231867891350191e+02,3.161913977324493885e+02,4.542972595118750974e+02,4.828467665833540536e+02
1.985673689204749337e+02,2.634103262972049606e+02,3.932149539374106553e+02,2.010621794371084547e+02,3.464852089195150597e+02,2.782966043630428317e+02,2.142451866437143622e+02,3.218959459204169775e+02,4.582193797734879581e+02,4.899387716847891738e+02
2.025561650505854061e+02,2.625452341978425466e+02,3.974342712952671377e+02,2.024252948620799089e+02,3.457759390125345362e+02,2.802231253840410545e+02,2.165294437253280364e+02,3.210545125052753406e+02,4.579017361836488931e+02,4.938117050050555576e+02
2.027140843651471585e+02,2.608371139236132308e+02,3.960707007593467779e+02,2.032264746532793538e+02,3.473110997362451258e+02,2.784690287985362147e+02,2.142195135836135762e+02,3.253859247109499506e+02,4.570831434214130127e+02,4.900622409449640600e+02
2.057887266105701940e+02,2.626118809193521884e+02,3.981770962775232192e+02,2.025660386145713119e+02,3.494509979954270875e+02,2.782121492674250476e+02,2.137849386650051144e+02,3.262912809132355392e+02,4.574232176005061774e+02,4.891237062339138220e+02
2.057887266105701940e+02,2.545662978479280127e+02,3.946061327450449312e+02,1.998124120268808497e+02,3.432681167833680433e+02,2.740894014733149220e+02,2.129413064672986309e+02,3.246813822811526506e+02,4.470000000000000000e+02,4.838481166647236478e+02
2.077811348510735172e+02,2.512468905280222486e+02,3.931615444063673976e+02,2.003397114902584519e+02,3.412477106150311101e+02,2.709335711941213276e+02,2.134127456362435851e+02,3.236865767992240990e+02,4.438389347499833661e+02,4.810405388322277531e+02
2.067849124090053010e+02,2.477599644817539968e+02,3.924449005911530435e+02,2.023709465313635292e+02,3.362692373679162188e+02,2.695199436034372411e+02,2.160601768026676268e+02,3.218011808555089601e+02,4.424850279952983669e+02,4.826851976184892123e+02
2.087773934122178900e+02,2.454485689508089195e+02,3.917473675725211706e+02,1.996246477767712975e+02,3.349283505467997770e+02,2.666270803950716299e+02,2.162082329607270026e+02,3.216970624671602650e+02,4.373842704076130872e+02,4.794705413265762104e+02
2.084706214314141732e+02,2.385497851602470121e+02,3.903869874880565476e+02,2.022003956474863173e+02,3.329294219500583836e+02,2.671666146808017857e+02,2.153346233191495003e+02,3.240061727807049010e+02,4.336092711185958706e+02,4.792796678349708372e+02
2.086144769664847729e+02,2.371181140275875237e+02,3.882795384771131353e+02,2.008307745341833765e+02,3.325552585661516787e+02,2.630456234192084253e+02,2.166956390885612507e+02,3.259938649729469944e+02,4.314533578499534769e+02,4.764955403778717482e+02
2.085401639972501755e+02,2.369345901298499655e+02,3.862071982757441901e+02,1.973955419962669851e+02,3.324530041975858126e+02,2.611225765804251751e+02,2.123487697162382801e+02,3.246813822811526506e+02,4.273511436746132972e+02,4.700095743705653604e+02
2.075427666771357167e+02,2.298695282111137033e+02,3.821544190507287340e+02,1.927692921603438378e+02,3.263770825287829780e+02,2.549745085297743969e+02,2.112865353021815338e+02,3.246813822811526506e+02,4.162499249249181617e+02,4.627245400883770117e+02
2.076968945362447982e+02,2.255349196909427576e+02,3.800065788904186661e+02,1.915646105103967329e+02,3.242221460665510904e+02,2.515253466352844498e+02,2.107723890835799239e+02,3.261058110491132993e+02,4.110486589200845629e+02,4.587853528612263858e+02
