1.795243716045261522e+02,3.067800515027012125e+02,3.718279171875075804e+02,1.932149062572554215e+02,3.460130055359191488e+02,2.616963889701193580e+02,1.963797341886377126e+02,2.738065010185112556e+02,4.838698172029332341e+02,4.576854815263424712e+02
1.818680840609478651e+02,2.960760037557923852e+02,3.754104420497650381e+02,1.978534811419804100e+02,3.435825956011159974e+02,2.682629307228264679e+02,1.979747458642137019e+02,2.770884335370208191e+02,4.790876746483883153e+02,4.656533045088373228e+02
1.818378398463862027e+02,2.933939331342759829e+02,3.751333096380538450e+02,1.980025252364221728e+02,3.475068344651655821e+02,2.675070092539633038e+02,2.005043640422821341e+02,2.890622770269410466e+02,4.796717627711683463e+02,4.673692330481329122e+02
1.845453873712372115e+02,2.956704246285042359e+02,3.798025802966588458e+02,1.984036289990684736e+02,3.578211843924280515e+02,2.712802978470791686e+02,2.033642053066369897e+02,3.044749579193664886e+02,4.849340161300298178e+02,4.737108822900314067e+02
1.861182419861094672e+02,2.862953020920881499e+02,3.756447790133652234e+02,2.032141727340886064e+02,3.630495833904785172e+02,2.729047452867025640e+02,2.023857702507762895e+02,3.138439102483908414e+02,4.827556317641463011e+02,4.739419795713395160e+02
1.810690476033935568e+02,2.796140196771256115e+02,3.537513250858574452e+02,1.837416664776936273e+02,3.735906851087162863e+02,2.430514348857047935e+02,1.862713075060139261e+02,3.545870838031187873e+02,4.608481311668736566e+02,4.283514911845177835e+02
1.803136156811237640e+02,2.757861490358063747e+02,3.348089007180066119e+02,1.889867720238641482e+02,3.824146963703147435e+02,2.467752013472990882e+02,1.891692363995795176e+02,3.368753478662396788e+02,4.641228285701964751e+02,4.315611196574594146e+02
1.840244548966250875e+02,2.852805636562014229e+02,3.409589418097140765e+02,1.884303584882223674e+02,3.901512527213004091e+02,2.545662978479280127e+02,1.953176899310454075e+02,3.326770205469563280e+02,4.730591929135295572e+02,4.433655376774338492e+02
1.818928255869373345e+02,2.924123800388759378e+02,3.470403434760863774e+02,1.882232716748914640e+02,3.983892568832648635e+02,2.690724809414742253e+02,1.928444969398919682e+02,3.333256665784979873e+02,4.801885046520793026e+02,4.543974031615937861e+02
1.816480112745526299e+02,2.923439754809392070e+02,3.491160265585067464e+02,1.892749323074770018e+02,3.972316704393041960e+02,2.734410356914265208e+02,1.899289340779861277e+02,3.287689158056156771e+02,4.808326112068523344e+02,4.561238866799238281e+02
1.838722382525431840e+02,2.924876065750478915e+02,3.541892149684967421e+02,1.868689380287692359e+02,3.976153920561928885e+02,2.792006446983960473e+02,1.940025773024678131e+02,3.264613300224086174e+02,4.787744771810627640e+02,4.639073183298577874e+02
1.807124788164890390e+02,3.042449670906652841e+02,3.644530148043777444e+02,1.874486596377792296e+02,4.032096229010413708e+02,2.920975864330275726e+02,1.958009193032555686e+02,3.251661113953912832e+02,4.910763688063191807e+02,4.790041753471466563e+02
1.753082998605599414e+02,3.135761470520358216e+02,3.732626421167807962e+02,1.866761902332485477e+02,4.034959727184399298e+02,3.034237960345233205e+02,2.012486024796197057e+02,3.186926418981147435e+02,4.998659820391861786e+02,4.956984970725652602e+02
1.774514017977880087e+02,3.115204648173214537e+02,3.702066990209658570e+02,1.931967908636165703e+02,4.087884538486868564e+02,3.049098227345259033e+02,2.051828452868319062e+02,3.218105032468641866e+02,5.046028141023393232e+02,5.000899919014576653e+02
1.810690476033935568e+02,3.115894735064071597e+02,3.669795634636893737e+02,1.944556504707435920e+02,4.123323901902444391e+02,3.038420642373270653e+02,2.055066908886423676e+02,3.185498391146980453e+02,5.058903043150758094e+02,4.977238190000554710e+02
1.796273921204669648e+02,3.168627463113958243e+02,3.672710170977285316e+02,2.019727704419583461e+02,4.208800304124679883e+02,3.086907837950462863e+02,2.044137960119130639e+02,3.242375672250209959e+02,5.187147578390265608e+02,5.031152949374526884e+02
1.827785545407338077e+02,3.203263960400391284e+02,3.758204358466952613e+02,2.007710138441304082e+02,4.245291509425471759e+02,3.179072191693670675e+02,2.025561650505854061e+02,3.228931711882430022e+02,5.207552208091628927e+02,5.095586325438908943e+02
1.825705343148231066e+02,3.234269623887284979e+02,3.753451744727777850e+02,2.054117815511077367e+02,4.285615475051395720e+02,3.179182284802178629e+02,2.010223868130114511e+02,3.261180767758818888e+02,5.283341745524322732e+02,5.096842159612165233e+02
1.851485889765298793e+02,3.219254572102057068e+02,3.697485632155992334e+02,2.042473990042468017e+02,4.295160066865960289e+02,3.096223506144219186e+02,2.010000000000000000e+02,3.288920795641026302e+02,5.256814624846495008e+02,5.008363006013042309e+02
1.938891435846782940e+02,3.217576727911861099e+02,3.814734591029892385e+02,2.196041893953756130e+02,4.339550667983955918e+02,3.147014458180959764e+02,2.399270722532161528e+02,3.389070669077291313e+02,5.412005173685627142e+02,5.405515701577417076e+02
1.865931402812011299e+02,3.277575323314477487e+02,3.704173322078760293e+02,2.097546185427152921e+02,4.338663388648628256e+02,3.112073263919087367e+02,2.258937803481981632e+02,3.247799254880141007e+02,5.374793019270603054e+02,5.226107538120508025e+02
1.808009955724801898e+02,3.168485442605031039e+02,3.967896167996335066e+02,2.025956564193812994e+02,4.091869988159447757e+02,3.421768548572507029e+02,2.188195603688116364e+02,2.995880504960102826e+02,5.192494583531117769e+02,5.468829856559810878e+02
1.853887806745597118e+02,3.154964342112284612e+02,3.940685219603311680e+02,2.023585926023404511e+02,4.125106059242598349e+02,3.370059346658453023e+02,2.223015969353346861e+02,3.051819129633996113e+02,5.177692536255894993e+02,5.434675703296379652e+02
1.863866948041087994e+02,3.151920049747454868e+02,3.946808837529378025e+02,2.033937068839643416e+02,4.102413923533314346e+02,3.301832824356799847e+02,2.254706189284980837e+02,3.115654024438528609e+02,5.184640778298917212e+02,5.417840898365325302e+02
1.860430057809215327e+02,3.149634899476445753e+02,3.956981172560718392e+02,1.994617757867406453e+02,4.101828860398736651e+02,3.327957331457241139e+02,2.173131381210073130e+02,3.102144419591067503e+02,5.140671162406714529e+02,5.364923112216986283e+02
1.872965562950904825e+02,3.138486896579305494e+02,4.135746607324970228e+02,1.995820633223336529e+02,4.177666812947150561e+02,3.503426893771297159e+02,2.042473990042468017e+02,3.363346547711074095e+02,5.127670036186026437e+02,5.441406068287865310e+02
1.874166481399131214e+02,3.054586715089293421e+02,4.169904075635313916e+02,2.003821349322339245e+02,4.070994964379101475e+02,3.520596540360738231e+02,1.934373283521047711e+02,3.320963715550050779e+02,5.035076960682924891e+02,5.378475620470915146e+02
1.854427135263071023e+02,2.981358750637031108e+02,4.249717637679002564e+02,1.929248558377069287e+02,3.880850422265717725e+02,3.510697936308391718e+02,1.930414463269481473e+02,3.260245389537419669e+02,4.873817805375986723e+02,5.375732508226204800e+02
1.849459380467708343e+02,2.883903604491661667e+02,4.194484473686844126e+02,2.075234926460134659e+02,3.803840164886006505e+02,3.493680008243456996e+02,1.917002869064102413e+02,3.190015673942684771e+02,4.905965756097365897e+02,5.371638483740319998e+02
1.831829686406462940e+02,2.940833215264000842e+02,4.179485614283174186e+02,2.059927183179055987e+02,3.775619154522871099e+02,3.464462440264001657e+02,1.922108217556961733e+02,3.070146576305437520e+02,4.933659899101274959e+02,5.350140185079266075e+02
1.798471573308847269e+02,2.910841802640603646e+02,4.182738337500924786e+02,2.068477701112583986e+02,3.689783191462609580e+02,3.461560341811189687e+02,1.908219064992277083e+02,3.011062935243964489e+02,4.899387716847891738e+02,5.344202466224497812e+02
1.770790783802536055e+02,2.897619712798765477e+02,4.172792829748440795e+02,2.071834935510066202e+02,3.670490430446590722e+02,3.480359176866663802e+02,1.876272901259302444e+02,2.986703868815922647e+02,4.886399492468867152e+02,5.335288183406778444e+02
1.755704986607943852e+02,2.884614358974176866e+02,4.182690521661864409e+02,2.052315765178448430e+02,3.654654566439897962e+02,3.480057470789814147e+02,1.860241919751299520e+02,3.024913221895795346e+02,4.856439024635231476e+02,5.321663273827084595e+02
1.733032025093592949e+02,2.903532331488664795e+02,4.180430599830596634e+02,2.059150310200787715e+02,3.608891796660021782e+02,3.454417461743730655e+02,1.872565085651230561e+02,2.968450774393942879e+02,4.870256666747657164e+02,5.314480219174778313e+02
1.693664665747030256e+02,2.808558349046713261e+02,4.102121402396569465e+02,2.098475637218597853e+02,3.532775113136979712e+02,3.406185549848980259e+02,1.869465164157920469e+02,2.954352720986443046e+02,4.821493544535759384e+02,5.268491245128913079e+02
2.162267328523464585e+02,2.937515957403466018e+02,3.968286783991298421e+02,2.291047795223836090e+02,4.359495383642469051e+02,2.712729252984897244e+02,2.330772404161332929e+02,4.339412402618584679e+02,5.228546643188716416e+02,5.022987159051872368e+02
