2.531797780234432693e+01,2.451530134426252516e+01,2.601922366251537611e+01,2.184032966784155505e+01,3.189043743820394994e+01,3.465544690232691494e+01,3.606937759374286401e+01,3.061045573002793319e+01,3.957372203965028312e+00
2.531797780234432693e+01,2.334523505985750447e+01,2.601922366251537611e+01,2.308679276123039159e+01,3.189043743820394994e+01,3.465544690232691494e+01,3.606937759374286401e+01,3.061045573002793319e+01,3.957372203965028312e+00
2.707397274136176790e+01,2.500000000000000000e+01,2.601922366251537611e+01,2.137755832643194864e+01,3.264965543462901820e+01,3.538361202590826338e+01,3.606937759374286401e+01,3.061045573002793319e+01,4.026659469478403253e+00
2.617250465660480074e+01,2.500000000000000000e+01,2.601922366251537611e+01,2.061552812808830382e+01,3.189043743820394994e+01,3.535533905932737753e+01,3.606937759374286401e+01,3.124099870362661591e+01,3.992980556070994780e+00
2.729468812791236232e+01,2.596150997149434048e+01,2.601922366251537611e+01,2.158703314492290204e+01,3.124099870362661591e+01,3.465544690232691494e+01,3.606937759374286401e+01,3.140063693621516450e+01,4.014364153007650593e+00
2.745906043549196340e+01,2.596150997149434048e+01,2.501999200639360765e+01,2.158703314492290204e+01,3.201562118716424266e+01,3.606937759374286401e+01,3.538361202590826338e+01,3.124099870362661591e+01,4.014364153007650593e+00
2.745906043549196340e+01,2.596150997149434048e+01,2.500000000000000000e+01,2.061552812808830382e+01,3.189043743820394994e+01,3.535533905932737753e+01,3.538361202590826338e+01,3.047950130825634218e+01,3.978200095833342775e+00
2.716615541441224835e+01,2.500000000000000000e+01,2.600000000000000000e+01,2.061552812808830382e+01,3.189043743820394994e+01,3.535533905932737753e+01,3.538361202590826338e+01,3.047950130825634218e+01,3.995084044764960485e+00
2.716615541441224835e+01,2.529822128134703618e+01,2.507987240796890660e+01,2.137755832643194864e+01,3.201562118716424266e+01,3.606937759374286401e+01,3.538361202590826338e+01,3.124099870362661591e+01,4.066375314064561763e+00
2.716615541441224835e+01,2.529822128134703618e+01,2.501999200639360765e+01,2.039607805437113797e+01,3.264965543462901820e+01,3.538361202590826338e+01,3.538361202590826338e+01,2.983286778035259701e+01,4.028679668750318577e+00
2.716615541441224835e+01,2.529822128134703618e+01,2.501999200639360765e+01,2.039607805437113797e+01,3.264965543462901820e+01,3.535533905932737753e+01,3.538361202590826338e+01,3.124099870362661591e+01,4.028679668750318577e+00
2.828427124746190202e+01,2.624880949681337583e+01,2.600000000000000000e+01,2.061552812808830382e+01,3.189043743820394994e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.124099870362661591e+01,3.996314056444776330e+00
2.745906043549196340e+01,2.596150997149434048e+01,2.400000000000000000e+01,2.039607805437113797e+01,3.264965543462901820e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.992980556070994780e+00
2.745906043549196340e+01,2.596150997149434048e+01,2.400000000000000000e+01,2.039607805437113797e+01,3.264965543462901820e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.992980556070994780e+00
2.745906043549196340e+01,2.596150997149434048e+01,2.500000000000000000e+01,2.061552812808830382e+01,3.189043743820394994e+01,3.465544690232691494e+01,3.538361202590826338e+01,2.983286778035259701e+01,3.978200095833342775e+00
2.745906043549196340e+01,2.596150997149434048e+01,2.400000000000000000e+01,2.039607805437113797e+01,3.264965543462901820e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.992980556070994780e+00
2.745906043549196340e+01,2.596150997149434048e+01,2.500000000000000000e+01,2.061552812808830382e+01,3.264965543462901820e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.976096607139377070e+00
2.765863337187866122e+01,2.596150997149434048e+01,2.400000000000000000e+01,2.061552812808830382e+01,3.264965543462901820e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.976096607139377070e+00
2.765863337187866122e+01,2.596150997149434048e+01,2.400000000000000000e+01,2.061552812808830382e+01,3.264965543462901820e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.976096607139377070e+00
2.863564212655270680e+01,2.596150997149434048e+01,2.402082429892862692e+01,2.061552812808830382e+01,3.264965543462901820e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.976096607139377070e+00
2.863564212655270680e+01,2.596150997149434048e+01,2.501999200639360765e+01,2.088061301782110135e+01,3.189043743820394994e+01,3.394112549695427816e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.961926668143239905e+00
2.863564212655270680e+01,2.720294101747088789e+01,2.500000000000000000e+01,2.061552812808830382e+01,3.124099870362661591e+01,3.465544690232691494e+01,3.538361202590826338e+01,3.061045573002793319e+01,4.000542107475781428e+00
2.863564212655270680e+01,2.596150997149434048e+01,2.501999200639360765e+01,2.088061301782110135e+01,3.114482300479487265e+01,3.465544690232691494e+01,3.606937759374286401e+01,2.983286778035259701e+01,3.961926668143239905e+00
2.789265136196270589e+01,2.692582403567251959e+01,2.501999200639360765e+01,1.992485884517127559e+01,3.189043743820394994e+01,3.394112549695427816e+01,3.538361202590826338e+01,3.061045573002793319e+01,3.927701548921584074e+00
2.863564212655270680e+01,2.720294101747088789e+01,2.500000000000000000e+01,2.061552812808830382e+01,3.124099870362661591e+01,3.535533905932737753e+01,3.538361202590826338e+01,2.983286778035259701e+01,4.000542107475781428e+00
2.886173937932362321e+01,2.720294101747088789e+01,2.500000000000000000e+01,2.088061301782110135e+01,3.124099870362661591e+01,3.535533905932737753e+01,3.538361202590826338e+01,2.983286778035259701e+01,3.984777647758178887e+00
2.886173937932362321e+01,2.789265136196270589e+01,2.500000000000000000e+01,2.158703314492290204e+01,3.047950130825634218e+01,3.535533905932737753e+01,3.606937759374286401e+01,2.983286778035259701e+01,3.984777647758178887e+00
2.886173937932362321e+01,2.692582403567251959e+01,2.501999200639360765e+01,2.088061301782110135e+01,3.114482300479487265e+01,3.465544690232691494e+01,3.606937759374286401e+01,2.983286778035259701e+01,3.946239401931286306e+00
2.789265136196270589e+01,2.789265136196270589e+01,2.501999200639360765e+01,1.964688270438849926e+01,3.114482300479487265e+01,3.465544690232691494e+01,3.606937759374286401e+01,2.983286778035259701e+01,3.927701548921584074e+00
2.886173937932362321e+01,2.816025568065744622e+01,2.501999200639360765e+01,1.964688270438849926e+01,3.114482300479487265e+01,3.465544690232691494e+01,3.606937759374286401e+01,2.983286778035259701e+01,3.946239401931286306e+00
3.104834939252004844e+01,2.941088233970548416e+01,2.501999200639360765e+01,2.061552812808830382e+01,3.047950130825634218e+01,3.535533905932737753e+01,3.606937759374286401e+01,2.983286778035259701e+01,3.986918972108449033e+00
3.036445290137795183e+01,2.886173937932362321e+01,2.507987240796890660e+01,2.088061301782110135e+01,3.114482300479487265e+01,3.465544690232691494e+01,3.606937759374286401e+01,2.983286778035259701e+01,3.916528829482844642e+00
3.000000000000000000e+01,3.200000000000000000e+01,2.376972864800942631e+01,2.012461179749810825e+01,3.189043743820394994e+01,3.405877273185280529e+01,3.676955262170046979e+01,2.900000000000000000e+01,3.597809401488440528e+00
3.047950130825634218e+01,3.106444913401813324e+01,2.213594362117865444e+01,2.059126028197400160e+01,3.189043743820394994e+01,3.405877273185280529e+01,3.676955262170046979e+01,2.900000000000000000e+01,3.556187947067697586e+00
3.114482300479487265e+01,3.114482300479487265e+01,2.102379604162863913e+01,1.923538406167134340e+01,3.324154027718932269e+01,3.546829570193639825e+01,3.606937759374286401e+01,2.969848480983499428e+01,3.519910052075108986e+00
2.900000000000000000e+01,3.026549190084311292e+01,2.154065922853801496e+01,1.972308292331602075e+01,3.255764119219941222e+01,3.546829570193639825e+01,3.676955262170046979e+01,2.969848480983499428e+01,3.497467131772720172e+00
2.831960451701259274e+01,2.828427124746190202e+01,2.154065922853801496e+01,2.024845673131658685e+01,3.324154027718932269e+01,3.623534186398687496e+01,3.676955262170046979e+01,2.969848480983499428e+01,3.504136890854300912e+00
2.765863337187866122e+01,2.729468812791236232e+01,2.154065922853801496e+01,2.024845673131658685e+01,3.324154027718932269e+01,3.623534186398687496e+01,3.676955262170046979e+01,2.969848480983499428e+01,3.512010743878401620e+00
2.690724809414741969e+01,2.765863337187866122e+01,2.284731931759172596e+01,2.080865204668481283e+01,3.330165161069342616e+01,3.482814953453599571e+01,3.748332962798262713e+01,3.041381265149109936e+01,3.436907825757003820e+00
2.690724809414741969e+01,2.844292530665578411e+01,2.247220505424423109e+01,2.024845673131658685e+01,3.330165161069342616e+01,3.482814953453599571e+01,3.748332962798262713e+01,3.041381265149109936e+01,3.460496915862510292e+00
2.690724809414741969e+01,2.844292530665578411e+01,2.118962010041709121e+01,2.059126028197400160e+01,3.324154027718932269e+01,3.623534186398687496e+01,3.748332962798262713e+01,3.041381265149109936e+01,3.511195748133825845e+00
2.765863337187866122e+01,2.729468812791236232e+01,2.118962010041709121e+01,2.109502310972898798e+01,3.324154027718932269e+01,3.623534186398687496e+01,3.748332962798262713e+01,3.041381265149109936e+01,3.534561728539993730e+00
2.831960451701259274e+01,2.828427124746190202e+01,2.118962010041709121e+01,2.109502310972898798e+01,3.252691193458118590e+01,3.623534186398687496e+01,3.679673898594819548e+01,3.041381265149109936e+01,3.526218656331109536e+00
2.690724809414741969e+01,2.844292530665578411e+01,2.213594362117865444e+01,2.109502310972898798e+01,3.324154027718932269e+01,3.623534186398687496e+01,3.748332962798262713e+01,3.041381265149109936e+01,3.503321895109725581e+00
2.765863337187866122e+01,2.828427124746190202e+01,2.247220505424423109e+01,2.024845673131658685e+01,3.324154027718932269e+01,3.623534186398687496e+01,3.606937759374286401e+01,3.041381265149109936e+01,3.503321895109725581e+00
2.701851217221259205e+01,2.729468812791236232e+01,2.247220505424423109e+01,2.024845673131658685e+01,3.397057550292606010e+01,3.538361202590826338e+01,3.538361202590826338e+01,3.114482300479487265e+01,3.532365223659837294e+00
