3.101612483854164637e+01,2.195449840010014952e+01,1.910497317454279909e+01,1.802775637731994607e+01,2.828427124746190202e+01,3.000000000000000000e+01,3.405877273185280529e+01,3.000000000000000000e+01,3.371497081721697597e+00
3.101612483854164637e+01,2.236067977499789805e+01,1.902629759044044633e+01,2.000000000000000000e+01,3.324154027718932269e+01,3.313608305156178346e+01,3.522782990761707111e+01,3.452535300326413648e+01,3.365297930692596307e+00
3.006659275674581622e+01,2.102379604162863913e+01,1.802775637731994607e+01,2.002498439450078749e+01,3.423448553724738019e+01,3.423448553724738019e+01,3.413209633175202384e+01,3.324154027718932269e+01,3.336574026883950772e+00
3.006659275674581622e+01,2.154065922853801496e+01,1.843908891458577415e+01,1.800000000000000000e+01,3.306055050963308162e+01,3.512833614050059339e+01,3.512833614050059339e+01,3.306055050963308162e+01,3.284992964118571113e+00
3.001666203960726875e+01,2.147091055358388800e+01,1.811077027627483460e+01,1.800000000000000000e+01,3.206243908376279705e+01,3.505709628591620941e+01,3.512833614050059339e+01,3.306055050963308162e+01,3.358562312283182472e+00
2.302172886644267535e+01,2.102379604162863913e+01,1.941648783894759944e+01,1.802775637731994607e+01,3.201562118716424266e+01,3.634556369077249371e+01,3.733630940518894192e+01,3.206243908376279705e+01,3.352320756733819795e+00
2.800000000000000000e+01,2.061552812808830382e+01,2.002498439450078749e+01,1.902629759044044633e+01,3.405877273185280529e+01,3.612478373637688378e+01,3.505709628591620941e+01,3.301514803843835466e+01,3.303139792221414517e+00
2.701851217221259205e+01,1.964688270438849926e+01,1.910497317454279909e+01,2.002498439450078749e+01,3.413209633175202384e+01,3.206243908376279705e+01,3.405877273185280529e+01,3.436568055487916240e+01,3.324587205302283799e+00
2.765863337187866122e+01,1.902629759044044633e+01,1.838477631085023489e+01,1.941648783894759944e+01,3.106444913401813324e+01,3.354101966249684352e+01,3.612478373637688378e+01,3.436568055487916240e+01,3.222309507868359457e+00
2.594224354214569317e+01,1.615549442140351033e+01,1.697056274847713908e+01,1.923538406167134340e+01,3.104834939252004844e+01,3.453983207834108526e+01,3.492849839314595783e+01,3.640054944640259293e+01,3.088841637664005102e+00
2.195449840010014952e+01,1.581138830084189628e+01,1.702938636592640265e+01,1.749285568453590045e+01,3.046309242345563462e+01,3.492849839314595783e+01,3.517101079013794873e+01,3.584689665786984136e+01,3.016144763303294507e+00
1.562049935181330795e+01,1.627882059609970611e+01,1.772004514666934938e+01,1.664331697709323876e+01,2.801785145224380003e+01,3.744329045369811126e+01,3.324154027718932269e+01,3.891015291668743714e+01,2.467191500683778571e+00
1.555634918610404505e+01,1.503329637837290811e+01,1.868154169226940553e+01,1.700000000000000000e+01,2.765863337187866122e+01,3.764306044943742080e+01,3.178049716414140846e+01,3.671511950137163893e+01,2.560585272382976285e+00
