24.73931,12.08704,10.56692,21.17246,2.18208,4.09342,67.56649,110.31123,41.42211,67.92844,118.71410,43.01318,63.62939,113.96566,45.32157,1.00000
21.20879,12.27940,10.37074,22.04701,3.33209,3.92224,70.05802,107.14346,43.49042,69.86071,118.52206,42.84722,64.27409,115.59998,40.94869,1.00000
20.07450,9.58199,9.45281,22.05175,2.30843,3.94840,70.03540,103.99640,40.82129,69.57560,116.99019,40.61119,63.36812,116.12446,40.21422,1.00000
20.11305,10.20605,10.37021,22.17771,2.72917,3.90513,70.31211,105.12795,41.91537,69.97570,117.98117,41.83927,64.19724,116.46088,40.44793,1.00000
20.66807,10.85650,10.03796,21.79275,2.37173,3.88547,69.02811,107.07053,42.74592,68.59683,119.23019,41.97677,62.74201,116.89951,40.19235,1.00000
21.43059,10.84915,9.97893,22.08434,2.38434,4.13457,69.85503,105.44434,42.31898,69.68591,116.50405,41.81119,64.28109,113.21325,41.08805,1.00000
20.78452,11.11608,10.25953,21.86343,2.31836,3.87763,69.19206,104.78892,42.11977,68.93574,116.30411,42.25291,63.16031,113.97554,41.05711,1.00000
20.29909,11.22837,11.10614,22.12366,2.07330,3.94481,68.22168,106.20442,41.15946,67.54458,118.56193,41.01565,61.59031,117.22453,40.65485,1.00000
20.44292,11.91946,11.72740,21.82803,2.08886,3.55498,68.77790,106.71363,41.00393,68.25161,118.17189,40.67211,62.89465,116.57407,40.33068,1.00000
19.82817,11.71300,11.84241,22.42674,2.60575,3.60106,69.29462,106.79249,41.45992,68.66964,118.41612,41.24690,63.72183,117.41228,41.17003,1.00000
20.77587,12.51029,12.45938,22.28640,2.69965,3.30806,68.49737,107.22346,42.60330,67.76708,118.91893,41.99985,62.45952,118.05740,41.03821,1.00000
20.37586,11.90785,13.66191,22.09637,2.72720,3.49848,69.00482,106.41579,41.16582,68.45554,118.12179,41.15281,63.90788,117.37916,40.87449,1.00000
20.12137,10.78403,11.37485,22.03603,2.87408,3.48388,69.13588,105.38887,41.39607,68.77070,117.50906,41.71205,63.33630,116.94769,41.37686,1.00000
20.42830,11.22794,12.62942,22.15308,2.35225,3.39295,68.50683,106.04485,41.11341,67.45694,118.83077,40.20175,62.34650,118.39514,40.18483,1.00000
19.93461,9.91970,10.35168,22.34437,2.59495,3.55392,69.66243,105.74380,41.28650,69.47825,118.16982,40.94618,63.67361,117.65956,40.61333,1.00000
19.96726,9.47419,10.99413,22.26374,2.35979,3.48545,69.24214,105.51573,41.17258,68.30736,118.44707,40.38498,62.45203,117.50499,40.26210,1.00000
19.77499,10.06032,11.51469,22.39796,2.74555,3.48708,69.73761,105.78806,41.20603,69.45117,117.98579,40.96633,64.21229,117.04721,41.07924,1.00000
