24.13750,27.82237,46.82155,58.93631,104.45191,69.60395,85.90263,87.35308,140.48075,101.70115,81.53337,118.89761,113.43762,74.52524,91.59002,6.00000
25.06246,28.77962,52.84292,61.80987,103.86317,72.22916,91.69645,82.67277,139.40629,109.67005,74.21613,122.84933,126.62091,59.36209,108.39795,6.00000
25.52180,29.53387,46.90086,62.30181,102.71902,74.25629,92.62698,80.81473,140.06259,111.32028,71.83699,126.06915,127.61464,57.97333,109.90637,6.00000
26.26035,30.04680,48.66166,66.88758,98.41821,79.05783,95.35671,77.81135,140.70948,112.60063,70.23103,126.11693,127.96202,56.97698,110.75033,6.00000
25.39389,29.46201,48.47508,72.70325,91.94083,76.76811,106.19062,66.39604,143.88958,118.20057,64.43791,127.98697,132.55360,51.58392,113.98498,6.00000
25.33575,29.67955,49.65704,68.26111,96.49883,74.07437,100.40361,72.53904,138.94690,115.02530,67.79719,125.62371,129.14394,56.47226,106.64540,6.00000
25.42070,28.51236,48.56637,64.38664,101.48180,71.30689,93.65882,80.79259,135.00226,111.93646,71.72847,120.24747,126.52019,59.64679,103.70982,6.00000
24.86608,28.30551,43.74560,56.39261,108.95821,69.05928,80.87539,92.82755,129.02624,94.39618,88.94627,106.54414,106.47053,80.63200,83.04399,0.00000
23.20436,27.97618,47.25062,34.16016,130.47395,48.30473,52.49869,119.73388,96.63114,61.45996,121.32231,67.25887,72.89648,115.36528,48.57994,0.00000
21.75396,21.87771,44.85986,22.92510,139.83400,20.49523,36.24001,134.18049,31.63935,47.18894,133.18939,31.05451,52.11747,132.07324,25.87458,0.00000
22.69748,14.04116,27.47099,19.84983,143.59638,14.98233,24.45468,143.85053,16.92992,32.75608,143.63881,18.81515,39.21891,136.54694,18.68930,0.00000
20.34168,10.97163,25.06059,20.66648,141.41733,15.23755,21.97395,145.38968,14.10132,25.55371,148.41319,16.94584,36.91113,135.23939,20.69253,0.00000
23.46874,12.63129,21.02488,17.83330,142.00802,19.34348,15.93173,150.17521,14.60631,17.23177,154.15298,17.87573,26.37848,136.62631,25.13543,0.00000
27.53346,12.25014,23.56783,22.54156,86.81916,68.87686,15.60224,131.95797,30.85682,12.06638,141.53686,28.97851,12.40784,85.37549,80.15615,0.00000
27.18752,14.62619,16.12926,21.67108,28.76852,101.95454,14.28767,39.51437,106.30940,11.12076,27.12740,111.83383,8.88525,20.62467,38.16894,0.00000
25.68180,16.09684,11.83090,17.80224,19.49391,65.15024,11.34302,16.11851,79.22843,10.59289,16.19853,63.38293,11.12221,15.71753,28.84779,2.00000
25.04267,15.41737,5.86379,9.91098,7.64650,3.65539,6.63692,8.42376,5.46622,8.35380,8.53210,9.59230,9.42167,9.42642,9.95923,5.00000
25.11088,16.81681,4.58624,7.56013,4.96495,2.43911,5.19030,5.23382,1.72105,6.93140,4.18193,4.10639,9.82370,1.97891,5.78040,5.00000
25.84803,16.32567,0.71854,6.49120,3.84615,2.34050,4.77676,4.11363,1.63530,6.04261,3.17078,4.49159,8.88839,2.88523,6.69878,5.00000
24.50866,14.80639,0.83021,6.26623,3.35449,2.61834,4.92549,3.69542,1.30855,5.57994,2.53111,3.86227,7.64776,3.20581,6.02420,5.00000
24.85082,13.44210,1.32942,5.91704,3.54482,2.92802,5.58186,3.22671,1.30948,5.36750,2.04019,3.49142,7.49274,3.52550,5.20246,5.00000
25.16983,12.13190,3.16515,5.50344,3.25188,2.73073,5.59946,2.91437,1.10916,5.20838,2.18803,3.59303,7.32119,3.38799,5.36481,5.00000
26.36850,12.02485,4.65992,5.18411,3.40279,2.49062,5.39175,2.95739,0.95274,5.23314,2.59638,3.72580,7.47164,3.09705,5.41250,5.00000
26.82846,11.52451,5.22163,5.25516,3.49907,2.39197,5.41904,2.95529,0.86064,5.24638,3.13234,3.58836,7.34183,3.04444,5.16488,5.00000
27.07246,11.84871,5.78858,5.30380,3.49244,2.45674,5.80393,2.75353,0.91027,5.67438,3.01912,3.50010,8.09745,3.24027,4.81286,5.00000
26.85684,11.71150,6.32860,5.31080,3.65669,2.45847,5.91118,2.84115,0.88347,5.70552,3.36764,3.55933,8.14834,3.19658,4.61349,5.00000
27.11732,11.49515,5.62804,5.21123,3.61530,2.45290,5.98761,2.77796,0.90746,5.78114,3.50878,3.36248,8.04270,3.16289,4.30594,5.00000
27.05232,12.22902,5.06131,5.34752,3.76196,2.66278,6.24424,2.72394,0.89112,5.98264,3.27037,3.20364,8.18884,3.41412,4.34508,5.00000
27.38172,12.24615,6.04792,5.43547,3.65039,2.54060,6.33861,2.77743,0.85117,6.22892,3.38674,3.16900,8.58462,3.23728,4.40306,5.00000
27.74488,12.50496,5.38567,5.14613,3.68298,2.60977,6.21065,2.80473,0.87799,6.09512,3.34743,3.18483,8.33075,3.39336,4.50117,5.00000
27.97029,12.00835,6.88238,5.19324,3.64850,2.44105,6.00397,2.80914,0.81766,5.96840,3.56300,3.00538,8.39577,3.03094,4.20095,5.00000
27.63437,12.40148,6.26211,5.27822,3.65818,2.46252,6.14298,2.91442,0.88267,6.12687,3.57498,3.20075,8.57736,3.08986,4.37453,5.00000
27.48668,12.38750,6.07317,5.20217,3.76130,2.57211,6.04752,2.86576,0.95263,6.01280,3.63355,2.89984,8.40076,3.11654,4.17555,5.00000
27.30442,12.02505,6.35379,5.25452,3.62931,2.46844,5.93421,2.89476,0.91492,5.97545,3.71277,3.04999,8.72125,3.02509,4.24376,5.00000
24.60245,10.65096,5.65842,8.40123,5.21839,2.52674,6.22782,5.42875,1.91180,7.46357,2.85004,4.10923,10.15795,3.96561,5.27656,5.00000
24.25226,8.94629,7.11762,9.88595,8.63501,3.06717,6.85398,8.19425,5.33066,9.07690,9.99481,11.49213,7.86065,11.58000,11.80230,5.00000
27.07878,11.17934,5.93232,18.57180,102.20173,49.50036,12.45559,152.17634,15.64906,8.31565,160.94610,17.00578,14.25731,142.32673,31.08543,0.00000
23.02762,15.04946,1.03387,18.32971,142.51625,15.90387,11.38129,152.52445,13.34053,9.59729,159.33142,15.08506,14.41128,147.45707,22.52099,0.00000
19.55504,20.25820,10.54507,21.30039,146.55262,11.15624,15.17721,154.17793,13.24859,13.98053,161.12611,15.74869,18.36034,151.44100,18.68687,0.00000
18.25730,23.27637,20.96064,25.79973,146.44349,7.50803,21.27245,153.18318,20.99298,20.58745,162.31951,25.13375,27.82213,155.35512,20.83361,0.00000
19.92076,18.80945,28.52863,24.34350,142.97178,28.80415,24.59465,146.38688,60.39690,28.95801,151.37798,55.83571,48.60484,136.10010,51.73327,0.00000
19.30577,20.00764,40.82222,25.28753,141.31144,49.08871,28.84024,142.33861,96.87411,34.61102,146.44200,71.67267,57.02057,129.71483,59.87245,0.00000
20.68943,22.46577,45.01837,31.60379,132.81641,68.57209,40.03455,131.05407,118.25998,48.07441,132.89604,89.78672,68.98676,117.44682,66.43619,0.00000
20.34977,24.67747,48.63070,35.91668,128.35339,73.28749,47.94855,123.83227,126.46669,58.33475,123.59465,98.41333,82.28593,104.93284,72.87990,0.00000
21.16577,25.38985,54.36939,42.95454,121.90855,76.43300,57.45281,114.94644,128.94885,68.83426,113.09908,102.73394,89.87273,97.08855,77.81928,0.00000
22.32209,26.60638,58.31128,46.70069,119.32540,78.71562,65.07617,107.76967,132.11051,76.87435,105.52490,110.07062,95.37398,92.09956,81.81493,0.00000
23.11168,27.14783,64.35681,52.32739,114.56473,81.49648,69.70064,103.92194,134.90731,83.32787,99.75687,114.32714,106.77825,80.15049,94.13591,0.00000
25.05864,27.50025,61.29405,53.14583,113.66314,82.49531,70.25257,103.54386,135.76795,87.66222,95.57699,116.80408,112.72843,73.84704,99.42352,0.00000
25.39770,28.47736,61.42691,59.90484,107.04415,88.34049,76.41962,97.92759,140.99372,95.27447,88.37284,124.99171,127.15911,57.24556,123.43422,6.00000
25.32730,29.64332,60.65029,61.04086,105.90849,89.50906,74.02993,100.17266,139.48778,90.69929,92.93757,124.47175,124.27634,60.91559,123.58165,0.00000
24.53392,29.18494,57.00622,69.48234,97.59264,88.84864,84.74252,89.76942,142.03942,100.38000,83.54616,128.74323,128.67127,56.59276,125.49975,6.00000
23.90758,29.03169,53.97486,69.85180,98.30027,89.44198,88.14731,87.70252,142.85696,105.54264,79.64356,129.06189,131.24158,54.93522,125.31451,6.00000
23.00207,28.99428,53.40862,70.40933,96.87055,87.68434,90.05748,85.26043,140.92111,106.85551,77.90234,128.41697,132.80604,53.33961,124.74568,6.00000
23.18891,28.89866,52.12461,68.41127,99.15542,87.32758,86.68703,88.95985,139.94300,103.81297,81.27757,126.18904,132.93897,52.49634,127.73912,6.00000
23.77210,28.68298,51.04949,66.02561,102.11059,88.61101,81.78945,93.98082,137.98035,99.97141,84.92513,124.98188,131.92984,53.68408,127.65461,6.00000
24.82120,28.00826,49.12363,62.20252,105.32521,88.04255,80.01543,95.20482,138.16179,98.86152,85.43425,124.72915,129.11165,56.25701,123.59359,6.00000
27.65877,27.26776,45.76444,54.20585,112.17230,80.70475,71.12926,102.62293,128.19827,92.11197,90.41210,115.12031,121.36333,64.00503,108.10763,0.00000
29.56986,24.32082,44.64214,46.09474,119.68179,63.94710,63.70766,109.53866,108.17691,95.75610,86.10241,108.91453,119.15331,66.35624,101.54165,0.00000
35.06814,22.15167,35.31566,28.34134,136.39810,31.46160,40.76182,131.73399,60.69690,83.99078,97.06049,82.28240,107.01407,81.14010,79.49078,0.00000
25.27996,21.00196,30.44319,22.73523,141.62565,23.50397,31.64084,138.71299,44.36639,82.09279,95.97938,78.86430,105.34436,79.71028,85.98282,0.00000
24.50163,25.12072,28.71718,21.55872,133.91982,26.34340,25.31818,141.88096,31.73661,70.55348,104.92917,59.43023,93.25897,89.45699,78.23436,0.00000
25.50660,36.26080,16.47112,13.59967,15.80501,5.42447,16.01501,134.09501,27.18882,57.93258,111.80121,32.38200,67.58962,110.82804,38.34804,1.00000
28.46551,36.65641,24.30872,11.29387,3.64530,4.18721,15.61573,99.38096,57.58083,49.29879,114.13848,23.29078,53.45136,116.31936,21.91652,1.00000
30.23427,39.35776,21.06971,10.98652,2.16011,4.08723,15.28575,35.74174,76.15315,59.67093,102.13721,23.99473,67.77876,100.01216,21.49614,9.00000
28.26323,41.15274,21.61656,12.86551,3.85523,4.63677,15.19309,16.49763,20.16180,66.33334,95.35168,22.17959,82.89138,84.78050,19.61965,9.00000
28.72193,47.39438,19.64312,12.92741,1.79161,5.45918,14.38161,5.93131,9.91032,74.40988,85.22060,23.88148,85.43169,80.99311,18.20916,9.00000
29.36348,46.74004,20.52239,13.35609,1.52609,5.98451,14.89186,4.27650,9.94006,72.98134,85.84162,24.44713,88.60942,76.57204,18.92491,9.00000
28.28900,45.14208,21.97615,13.28574,1.01106,6.07793,14.30098,2.05565,9.31908,65.72539,93.71880,23.85726,79.37638,86.54399,18.46939,9.00000
28.15987,44.12013,24.08117,12.88572,0.41692,6.13733,13.91432,0.60749,8.90988,64.06264,95.43601,23.38838,75.32206,90.43676,17.73113,9.00000
27.48744,44.21145,23.43250,12.55158,0.73297,5.98395,13.78014,1.01117,8.94972,64.08739,95.33136,23.42611,72.62226,92.39906,17.84926,9.00000
27.31423,43.51808,22.68906,12.41225,0.56547,5.84328,13.99638,1.07111,8.68228,61.38699,98.36269,23.55115,65.57175,100.26336,18.15258,9.00000
27.45723,42.53943,22.20172,12.79813,0.57091,5.84993,13.54019,0.90715,8.52367,57.49042,102.49742,23.26172,58.02562,108.51122,17.73598,9.00000
27.47505,42.94552,22.56557,12.71273,0.27136,5.88369,13.51975,0.77818,8.56817,58.43337,100.92957,23.60453,62.06286,103.07776,18.12387,9.00000
27.22828,42.34834,24.60943,12.27436,0.44351,5.79163,12.84219,1.06834,8.30125,57.12944,101.79935,23.68522,60.53836,103.23886,18.23163,9.00000
27.67892,41.51873,25.83514,12.31232,0.37562,5.74595,12.47402,1.48156,8.05952,55.25591,103.91202,23.06313,58.49372,104.66793,17.84763,9.00000
27.48106,39.42189,25.23172,12.80897,0.87156,5.73090,12.54565,1.45346,7.89280,52.72180,105.97962,22.74238,52.37719,109.40918,17.26591,9.00000
27.73913,35.59102,27.82850,12.68545,0.70817,5.77566,12.07954,1.05764,8.03533,51.45554,107.26952,23.01910,50.57607,111.78457,17.63919,9.00000
27.69652,36.12729,26.15312,11.83261,0.90699,5.52235,11.36300,0.90223,7.56557,50.40211,108.57403,22.41269,49.61008,111.88530,17.42779,9.00000
27.55581,35.31875,25.40165,11.57447,0.33051,5.40385,11.36010,1.14451,7.73711,51.48984,107.23315,22.87275,49.75380,111.09400,17.62679,9.00000
27.35709,35.49008,23.22138,11.00178,1.83457,5.77318,11.31222,1.34662,7.96781,53.90100,104.75908,22.91767,52.51174,107.92890,17.10034,9.00000
29.66458,35.46317,17.91955,10.74135,3.01129,5.09727,11.50782,2.13941,7.47783,47.46623,111.82565,21.53580,51.91816,108.37473,17.30146,9.00000
