scorer,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000
bodyparts,nose,nose,nose,ear1,ear1,ear1,ear2,ear2,ear2,neck,neck,neck,hip1,hip1,hip1,hip2,hip2,hip2,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
5103,119.09635925292969,192.7587432861328,1.0,143.46961975097656,210.4537811279297,1.0,146.83828735351562,182.8787384033203,1.0,163.3067169189453,192.52529907226562,1.0,198.6120147705078,198.72674560546875,1.0,178.7047119140625,160.5652618408203,1.0,209.7827911376953,166.27618408203125,1.0
5104,119.17317962646484,192.61264038085938,1.0,143.8643341064453,210.13546752929688,1.0,146.9267578125,182.75701904296875,1.0,163.26852416992188,192.36935424804688,1.0,198.68846130371094,198.69970703125,1.0,178.85659790039062,160.55361938476562,1.0,209.7777099609375,166.25477600097656,1.0
5105,119.15593719482422,192.48538208007812,1.0,143.88766479492188,210.09976196289062,1.0,146.97930908203125,182.81227111816406,1.0,163.13116455078125,192.41030883789062,1.0,198.46896362304688,198.6937713623047,1.0,178.68458557128906,160.6868896484375,1.0,209.72979736328125,166.3292236328125,1.0
5106,119.38099670410156,192.74679565429688,1.0,143.98536682128906,210.18310546875,1.0,146.94992065429688,182.8119659423828,1.0,163.21395874023438,192.41062927246094,1.0,198.48748779296875,198.7419891357422,1.0,178.76052856445312,160.61575317382812,1.0,209.81663513183594,166.3775634765625,1.0
5107,119.12622833251953,192.6295623779297,1.0,143.5958251953125,210.3971405029297,1.0,146.85682678222656,182.79299926757812,1.0,163.1719512939453,192.4886474609375,1.0,198.43519592285156,198.86264038085938,1.0,178.8753662109375,160.6274871826172,1.0,209.83238220214844,166.41761779785156,1.0
5108,119.08436584472656,192.6112060546875,1.0,143.54042053222656,210.3323974609375,1.0,146.8101043701172,182.72605895996094,1.0,163.11941528320312,192.42742919921875,1.0,198.4545135498047,198.8531951904297,1.0,178.91619873046875,160.59571838378906,1.0,209.80499267578125,166.38876342773438,1.0
5109,119.08233642578125,192.54348754882812,1.0,143.82949829101562,210.16468811035156,1.0,146.76817321777344,182.68331909179688,1.0,163.14569091796875,192.38893127441406,1.0,198.5189208984375,198.72959899902344,1.0,178.90293884277344,160.58029174804688,1.0,209.8166046142578,166.38735961914062,1.0
5110,119.08807373046875,192.4987030029297,1.0,143.87136840820312,210.13351440429688,1.0,147.07394409179688,182.61053466796875,1.0,163.05946350097656,192.27992248535156,1.0,198.42767333984375,198.7279815673828,1.0,179.0365447998047,160.63121032714844,1.0,209.75193786621094,166.29441833496094,1.0
5111,119.86539459228516,193.60899353027344,1.0,142.1710968017578,211.1601104736328,1.0,146.02598571777344,182.98582458496094,1.0,162.49977111816406,192.69192504882812,1.0,198.19493103027344,198.91815185546875,1.0,178.6767578125,160.6770477294922,1.0,210.28831481933594,166.8173828125,1.0
5112,126.38264465332031,196.64572143554688,1.0,148.4282684326172,211.05145263671875,1.0,148.11534118652344,182.05958557128906,1.0,166.4864959716797,190.58387756347656,1.0,200.61988830566406,197.0977020263672,1.0,181.2217559814453,158.5472412109375,1.0,214.05410766601562,164.547607421875,1.0
5113,129.30068969726562,199.1534881591797,1.0,158.5402374267578,209.4778289794922,1.0,150.5878448486328,181.57730102539062,1.0,169.5940399169922,187.8924560546875,1.0,203.3214111328125,195.40476989746094,1.0,183.79046630859375,155.1303253173828,1.0,216.198974609375,162.2010040283203,1.0
5114,132.482666015625,207.45901489257812,1.0,161.92108154296875,210.88392639160156,1.0,144.7941436767578,187.76258850097656,1.0,165.4461669921875,190.36148071289062,1.0,200.64358520507812,196.9930419921875,1.0,180.18319702148438,156.6127166748047,1.0,214.57846069335938,163.0560302734375,1.0
5115,132.02288818359375,214.2973175048828,1.0,163.34323120117188,213.85598754882812,1.0,142.8122100830078,191.72225952148438,1.0,163.3413543701172,192.24717712402344,1.0,199.70819091796875,196.83375549316406,1.0,178.4125213623047,157.08761596679688,1.0,214.44334411621094,162.3225555419922,1.0
5116,132.4918670654297,213.81240844726562,1.0,162.40625,214.66505432128906,1.0,141.1223907470703,192.54977416992188,1.0,162.40235900878906,193.1041717529297,1.0,199.00051879882812,197.31838989257812,1.0,176.94895935058594,157.40878295898438,1.0,212.5652618408203,162.6198272705078,1.0
5117,133.29312133789062,215.37738037109375,1.0,162.8861083984375,214.92849731445312,1.0,140.6658935546875,193.30050659179688,1.0,161.82054138183594,193.34275817871094,1.0,198.95956420898438,197.42799377441406,1.0,176.72386169433594,157.5049285888672,1.0,212.6460418701172,162.64146423339844,1.0
5118,133.1053009033203,214.0386505126953,1.0,162.2746124267578,214.9965362548828,1.0,140.72059631347656,192.9737091064453,1.0,162.2501220703125,193.3048858642578,1.0,199.10195922851562,197.41114807128906,1.0,176.5772247314453,157.56301879882812,1.0,212.41769409179688,162.80650329589844,1.0
5119,132.65916442871094,212.30503845214844,1.0,162.0855712890625,214.9593963623047,1.0,141.22189331054688,192.10633850097656,1.0,162.861083984375,193.0157928466797,1.0,199.40509033203125,197.2831268310547,1.0,176.71920776367188,157.5740966796875,1.0,212.304443359375,162.93655395507812,1.0
5120,133.02333068847656,212.7146759033203,1.0,162.46192932128906,214.91416931152344,1.0,141.63763427734375,192.41156005859375,1.0,162.80050659179688,193.0384521484375,1.0,199.30328369140625,197.2202911376953,1.0,176.91026306152344,157.375732421875,1.0,212.1173095703125,162.87860107421875,1.0
5121,133.9463348388672,212.3508758544922,1.0,162.5673065185547,215.20376586914062,1.0,141.43194580078125,192.3575439453125,1.0,162.79678344726562,193.29513549804688,1.0,199.11672973632812,197.25514221191406,1.0,176.85089111328125,157.4566192626953,1.0,212.1331024169922,162.95362854003906,1.0
5122,132.49404907226562,212.88803100585938,1.0,162.6367950439453,215.36666870117188,1.0,142.56646728515625,192.5562744140625,1.0,163.26687622070312,193.12049865722656,1.0,199.5235137939453,197.22085571289062,1.0,176.98422241210938,157.49085998535156,1.0,212.22860717773438,162.8387451171875,1.0
5123,132.3883056640625,212.54367065429688,1.0,162.2830810546875,215.606201171875,1.0,142.6466827392578,192.31578063964844,1.0,163.47018432617188,193.3489227294922,1.0,199.47882080078125,197.2176055908203,1.0,176.9493408203125,157.72694396972656,1.0,212.22268676757812,162.91958618164062,1.0
5124,132.20782470703125,212.78099060058594,1.0,161.70303344726562,215.42201232910156,1.0,142.50537109375,192.3780517578125,1.0,163.1002655029297,193.5364532470703,1.0,199.01380920410156,197.55023193359375,1.0,177.1691131591797,157.58558654785156,1.0,211.99713134765625,163.26651000976562,1.0
5125,132.309326171875,212.54925537109375,1.0,161.5928497314453,215.5027618408203,1.0,142.54808044433594,192.49668884277344,1.0,163.18788146972656,193.66395568847656,1.0,199.12155151367188,197.6277618408203,1.0,177.35653686523438,157.58802795410156,1.0,211.86297607421875,163.30422973632812,1.0
5126,132.13201904296875,212.67730712890625,1.0,161.33770751953125,215.76300048828125,1.0,142.524658203125,192.5347137451172,1.0,163.16522216796875,193.71766662597656,1.0,199.04913330078125,197.59066772460938,1.0,177.10906982421875,157.64932250976562,1.0,211.7920379638672,163.320068359375,1.0
5127,132.15969848632812,212.7589111328125,1.0,161.5365753173828,216.08934020996094,1.0,142.45660400390625,192.72743225097656,1.0,163.20477294921875,193.950927734375,1.0,199.146484375,197.59693908691406,1.0,177.10321044921875,157.84388732910156,1.0,211.87876892089844,163.3202667236328,1.0
5128,132.20510864257812,212.75039672851562,1.0,161.56410217285156,216.01821899414062,1.0,142.5491485595703,192.6475067138672,1.0,163.23065185546875,193.90342712402344,1.0,199.24783325195312,197.4503631591797,1.0,177.12338256835938,157.90032958984375,1.0,211.9148712158203,163.23875427246094,1.0
5129,132.26657104492188,212.79986572265625,1.0,161.51930236816406,216.1022491455078,1.0,142.44039916992188,192.64199829101562,1.0,163.19947814941406,193.93310546875,1.0,199.3215789794922,197.39205932617188,1.0,177.24972534179688,158.00006103515625,1.0,212.0057373046875,163.19309997558594,1.0
5130,132.39947509765625,212.41604614257812,1.0,161.3715057373047,216.4075927734375,1.0,142.30337524414062,192.6058807373047,1.0,163.22976684570312,194.26022338867188,1.0,199.1961212158203,197.53016662597656,1.0,177.048583984375,158.1526336669922,1.0,211.85337829589844,163.27276611328125,1.0
5131,132.25831604003906,212.85594177246094,1.0,161.34413146972656,216.4458770751953,1.0,142.2972412109375,192.7461395263672,1.0,163.11793518066406,194.14427185058594,1.0,199.3207550048828,197.5758514404297,1.0,176.98048400878906,158.1776885986328,1.0,211.926513671875,163.2394561767578,1.0
5132,130.22845458984375,211.6283721923828,1.0,159.4623260498047,216.58534240722656,1.0,142.48226928710938,191.1093292236328,1.0,163.2664794921875,194.11697387695312,1.0,199.01028442382812,197.5961456298828,1.0,176.81883239746094,158.35365295410156,1.0,212.44960021972656,163.02281188964844,1.0
5133,133.040771484375,206.82220458984375,1.0,161.1602325439453,214.51930236816406,1.0,146.49119567871094,187.5118865966797,1.0,166.69882202148438,191.90365600585938,1.0,200.9099884033203,196.8744659423828,1.0,179.16990661621094,157.05690002441406,1.0,213.74256896972656,162.49229431152344,1.0
5134,133.4176483154297,205.42027282714844,1.0,159.29763793945312,213.53965759277344,1.0,146.83468627929688,186.71160888671875,1.0,166.85142517089844,191.41482543945312,1.0,200.89544677734375,196.66000366210938,1.0,179.2186737060547,156.72317504882812,1.0,213.37661743164062,162.30184936523438,1.0
5135,133.63162231445312,203.8926239013672,1.0,159.8919677734375,212.95791625976562,1.0,148.7423858642578,186.15492248535156,1.0,167.82958984375,191.32472229003906,1.0,201.85556030273438,196.23521423339844,1.0,180.52963256835938,156.23426818847656,1.0,213.67308044433594,162.4349365234375,1.0
5136,133.63958740234375,202.8204803466797,1.0,159.28131103515625,212.84458923339844,1.0,148.3479461669922,185.65365600585938,1.0,167.85855102539062,190.98924255371094,1.0,201.12672424316406,196.25384521484375,1.0,179.52684020996094,156.07508850097656,1.0,212.83847045898438,162.26983642578125,1.0
5137,131.22203063964844,202.78099060058594,1.0,158.64515686035156,212.1894073486328,1.0,147.60812377929688,185.54815673828125,1.0,167.6066131591797,190.82093811035156,1.0,200.72235107421875,196.81883239746094,1.0,179.44239807128906,156.14195251464844,1.0,212.1356658935547,163.3529815673828,1.0
5138,128.8734130859375,202.7819366455078,1.0,157.2900848388672,212.03640747070312,1.0,147.3522186279297,185.88311767578125,1.0,166.86708068847656,190.7132110595703,1.0,200.09556579589844,196.97174072265625,1.0,179.22720336914062,156.179931640625,1.0,211.63795471191406,163.79014587402344,1.0
5139,127.85465240478516,203.4524688720703,1.0,157.07440185546875,211.9982147216797,1.0,146.61598205566406,186.0364990234375,1.0,166.3484649658203,190.71533203125,1.0,200.13302612304688,197.02847290039062,1.0,178.91067504882812,156.36053466796875,1.0,211.6243133544922,163.8711700439453,1.0
5140,126.43299865722656,204.601806640625,1.0,155.44833374023438,213.40565490722656,1.0,145.47525024414062,186.1284637451172,1.0,165.04257202148438,191.3052215576172,1.0,199.2520751953125,197.7824249267578,1.0,178.60987854003906,156.84326171875,1.0,210.6470184326172,164.869873046875,1.0
5141,124.3443603515625,204.86155700683594,1.0,152.62527465820312,213.82801818847656,1.0,143.82186889648438,186.29124450683594,1.0,164.21160888671875,191.63619995117188,1.0,198.92047119140625,197.82376098632812,1.0,177.8808135986328,157.26422119140625,1.0,210.4503631591797,165.40512084960938,1.0
5142,122.42766571044922,201.13092041015625,1.0,149.3411407470703,214.47393798828125,1.0,145.92196655273438,184.66073608398438,1.0,165.5548095703125,192.02056884765625,1.0,198.9521484375,197.5150909423828,1.0,177.68263244628906,157.55471801757812,1.0,210.30458068847656,165.36868286132812,1.0
5143,123.39962005615234,197.5583038330078,1.0,145.7087860107422,213.8197479248047,1.0,146.64932250976562,183.652587890625,1.0,165.23658752441406,192.57135009765625,1.0,198.71286010742188,197.0755157470703,1.0,177.35182189941406,157.98316955566406,1.0,210.0346221923828,165.457763671875,1.0
5144,119.3249282836914,195.1880340576172,1.0,144.40310668945312,213.09213256835938,1.0,147.06146240234375,183.5305633544922,1.0,165.0012969970703,192.68624877929688,1.0,198.9088134765625,197.49488830566406,1.0,177.25697326660156,158.55667114257812,1.0,210.3037872314453,165.60874938964844,1.0
5145,119.5787124633789,195.980224609375,1.0,143.57118225097656,213.2093048095703,1.0,145.95986938476562,183.69573974609375,1.0,164.10140991210938,193.3814697265625,1.0,198.80276489257812,197.72958374023438,1.0,177.1838836669922,158.82542419433594,1.0,210.15863037109375,165.76185607910156,1.0
5146,119.55338287353516,195.92218017578125,1.0,143.95306396484375,212.99610900878906,1.0,145.89114379882812,183.59127807617188,1.0,164.0484619140625,193.22076416015625,1.0,198.81004333496094,197.79824829101562,1.0,177.4126739501953,158.91053771972656,1.0,209.97799682617188,165.83889770507812,1.0
5147,119.4886245727539,196.0770263671875,1.0,144.10462951660156,213.14529418945312,1.0,145.77462768554688,183.67935180664062,1.0,163.97496032714844,193.25048828125,1.0,198.79498291015625,197.9132537841797,1.0,177.3963165283203,159.09091186523438,1.0,209.93312072753906,165.82220458984375,1.0
5148,119.93222045898438,196.00357055664062,1.0,144.15867614746094,213.049560546875,1.0,146.0689239501953,183.6500244140625,1.0,164.1681671142578,193.09486389160156,1.0,198.82212829589844,197.8092041015625,1.0,177.4877166748047,158.992919921875,1.0,209.9994659423828,165.77926635742188,1.0
5149,119.91484069824219,196.037109375,1.0,144.08193969726562,213.1149444580078,1.0,146.0172576904297,183.6240234375,1.0,164.19418334960938,193.2042236328125,1.0,198.88975524902344,197.7963104248047,1.0,177.4533233642578,158.97108459472656,1.0,209.9905548095703,165.82437133789062,1.0
5150,119.77533721923828,196.08865356445312,1.0,143.7786407470703,213.263671875,1.0,145.7379608154297,183.8231658935547,1.0,163.92294311523438,193.74652099609375,1.0,198.8685760498047,198.13330078125,1.0,177.42184448242188,159.0589599609375,1.0,209.90570068359375,165.8440704345703,1.0
5151,119.60209655761719,196.1765594482422,1.0,143.80587768554688,213.25270080566406,1.0,145.689208984375,183.8956756591797,1.0,164.01312255859375,193.70008850097656,1.0,198.9416961669922,197.99801635742188,1.0,177.41796875,159.12454223632812,1.0,209.90628051757812,165.7759552001953,1.0
5152,119.56045532226562,196.18202209472656,1.0,143.83775329589844,213.1607666015625,1.0,145.67404174804688,183.9542694091797,1.0,163.92376708984375,193.83880615234375,1.0,198.89125061035156,197.99095153808594,1.0,177.3540802001953,159.20643615722656,1.0,209.9151611328125,165.74586486816406,1.0
5153,119.47340393066406,196.26220703125,1.0,143.82220458984375,213.22732543945312,1.0,145.57896423339844,183.87164306640625,1.0,163.96095275878906,193.8446807861328,1.0,198.9949493408203,197.810302734375,1.0,177.23284912109375,159.3166961669922,1.0,209.9427032470703,165.65928649902344,1.0
5154,119.32769775390625,196.40951538085938,1.0,143.7529296875,213.2001953125,1.0,145.54037475585938,183.8480682373047,1.0,163.7107696533203,193.83192443847656,1.0,198.7153778076172,197.94676208496094,1.0,177.0342254638672,159.3410186767578,1.0,209.89215087890625,165.6459503173828,1.0
5155,119.25439453125,196.63343811035156,1.0,143.87457275390625,213.6382598876953,1.0,145.31478881835938,184.02911376953125,1.0,163.59922790527344,193.98512268066406,1.0,198.69989013671875,198.1781768798828,1.0,177.01663208007812,159.4617156982422,1.0,209.8955535888672,165.72511291503906,1.0
5156,119.11143493652344,196.68272399902344,1.0,144.34426879882812,213.18568420410156,1.0,144.8759765625,184.02960205078125,1.0,163.23971557617188,193.69944763183594,1.0,198.63949584960938,198.06109619140625,1.0,177.32540893554688,159.30747985839844,1.0,209.8997039794922,165.79742431640625,1.0
5157,119.16485595703125,196.6490478515625,1.0,143.84759521484375,212.94808959960938,1.0,145.0382843017578,183.94305419921875,1.0,163.27198791503906,193.62615966796875,1.0,198.5432891845703,197.9794158935547,1.0,177.2020263671875,159.3673095703125,1.0,209.08958435058594,165.30885314941406,1.0
5158,119.41168212890625,196.50582885742188,1.0,143.7162322998047,212.9051513671875,1.0,145.16116333007812,183.86679077148438,1.0,163.241943359375,193.60061645507812,1.0,198.4427947998047,198.0341796875,1.0,177.3108367919922,159.42196655273438,1.0,209.16453552246094,165.3232879638672,1.0
5159,119.31764221191406,196.65823364257812,1.0,143.76022338867188,213.1320037841797,1.0,144.98594665527344,183.86573791503906,1.0,163.1374969482422,193.6219940185547,1.0,198.42922973632812,198.11183166503906,1.0,177.17152404785156,159.4234161376953,1.0,210.0564727783203,165.80300903320312,1.0
5160,119.22169494628906,196.39181518554688,1.0,143.09112548828125,212.81884765625,1.0,144.84136962890625,184.03182983398438,1.0,162.89730834960938,193.70787048339844,1.0,198.29913330078125,198.22052001953125,1.0,177.01454162597656,159.33653259277344,1.0,209.86134338378906,165.79348754882812,1.0
5161,119.28023529052734,196.33815002441406,1.0,143.2662811279297,212.79612731933594,1.0,145.02346801757812,183.8983612060547,1.0,163.0287322998047,193.58734130859375,1.0,198.34344482421875,198.12753295898438,1.0,176.9882354736328,159.42588806152344,1.0,209.86724853515625,165.7849884033203,1.0
5162,119.28438568115234,196.4331817626953,1.0,143.3306884765625,212.8639373779297,1.0,144.9221954345703,183.88607788085938,1.0,162.9189453125,193.6051788330078,1.0,198.304931640625,198.1819305419922,1.0,177.0137481689453,159.4116973876953,1.0,209.82859802246094,165.83340454101562,1.0
5163,119.19524383544922,196.4387664794922,1.0,143.25379943847656,212.91244506835938,1.0,144.8402862548828,183.8592987060547,1.0,162.8336944580078,193.5744171142578,1.0,198.28094482421875,198.11448669433594,1.0,177.00625610351562,159.447509765625,1.0,209.86367797851562,165.84573364257812,1.0
5164,119.1973876953125,196.5203094482422,1.0,143.4725799560547,212.95755004882812,1.0,145.00665283203125,183.84945678710938,1.0,162.94229125976562,193.5823516845703,1.0,198.18544006347656,198.03770446777344,1.0,176.9768829345703,159.52268981933594,1.0,209.88766479492188,165.775146484375,1.0
5165,119.20792388916016,196.57899475097656,1.0,143.40634155273438,212.9496307373047,1.0,144.9579620361328,183.90875244140625,1.0,162.9594268798828,193.6046600341797,1.0,198.2416534423828,198.15940856933594,1.0,177.12387084960938,159.46275329589844,1.0,209.8756866455078,165.78753662109375,1.0
5166,119.10325622558594,196.2271728515625,1.0,143.06686401367188,212.93191528320312,1.0,144.79916381835938,183.80445861816406,1.0,162.62515258789062,193.51319885253906,1.0,198.20126342773438,198.21554565429688,1.0,177.28736877441406,159.3861541748047,1.0,209.91555786132812,165.81727600097656,1.0
5167,119.12960052490234,196.2144012451172,1.0,143.18727111816406,212.78173828125,1.0,144.87049865722656,183.7666473388672,1.0,162.74273681640625,193.47674560546875,1.0,198.30567932128906,198.18405151367188,1.0,177.253173828125,159.34425354003906,1.0,209.07830810546875,165.3601837158203,1.0
5168,119.09748840332031,196.23585510253906,1.0,143.2554931640625,212.74830627441406,1.0,144.82620239257812,183.70053100585938,1.0,162.78781127929688,193.2838134765625,1.0,198.3251495361328,198.1236114501953,1.0,177.39781188964844,159.37744140625,1.0,209.18377685546875,165.3296661376953,1.0
5169,119.09931945800781,196.2538299560547,1.0,143.13526916503906,212.700439453125,1.0,144.75306701660156,183.6984405517578,1.0,162.6767578125,193.2849884033203,1.0,198.3593292236328,197.9615020751953,1.0,177.25291442871094,159.43716430664062,1.0,209.98475646972656,165.8036346435547,1.0
5170,119.15983581542969,196.2379150390625,1.0,143.1743927001953,212.70382690429688,1.0,144.7981414794922,183.70916748046875,1.0,162.67965698242188,193.30247497558594,1.0,198.3047637939453,198.01014709472656,1.0,177.10540771484375,159.46482849121094,1.0,209.97244262695312,165.71945190429688,1.0
5171,119.09593200683594,196.23353576660156,1.0,143.1426239013672,212.74815368652344,1.0,144.7594757080078,183.7481231689453,1.0,162.73806762695312,193.47169494628906,1.0,198.34059143066406,198.00685119628906,1.0,177.1905059814453,159.61782836914062,1.0,210.04269409179688,165.70938110351562,1.0
5172,119.03934478759766,196.12754821777344,1.0,142.8470458984375,212.5925750732422,1.0,144.39712524414062,183.87387084960938,1.0,162.29087829589844,193.3632049560547,1.0,198.0309295654297,198.30157470703125,1.0,177.37921142578125,159.5384521484375,1.0,208.97828674316406,165.47286987304688,1.0
5173,118.87400817871094,196.13143920898438,1.0,143.01620483398438,212.31459045410156,1.0,144.54263305664062,183.70018005371094,1.0,162.51475524902344,193.36837768554688,1.0,198.26622009277344,198.10475158691406,1.0,177.5175018310547,159.55140686035156,1.0,209.0823516845703,165.4712371826172,1.0
5174,118.89252471923828,196.2345428466797,1.0,143.31185913085938,212.3488311767578,1.0,144.63368225097656,183.65623474121094,1.0,162.51739501953125,193.323974609375,1.0,198.17445373535156,198.04396057128906,1.0,177.62921142578125,159.6077423095703,1.0,209.0761260986328,165.4423828125,1.0
5175,118.90251922607422,196.23208618164062,1.0,143.25439453125,212.48883056640625,1.0,144.50711059570312,183.83642578125,1.0,162.44126892089844,193.46841430664062,1.0,198.1331329345703,198.08824157714844,1.0,177.6512451171875,159.60043334960938,1.0,209.05458068847656,165.54714965820312,1.0
5176,118.85673522949219,196.2095184326172,1.0,143.22752380371094,212.3339080810547,1.0,144.463623046875,183.68942260742188,1.0,162.31178283691406,193.28761291503906,1.0,198.1733856201172,198.0748291015625,1.0,177.717041015625,159.53656005859375,1.0,209.19679260253906,165.48822021484375,1.0
5177,118.75542449951172,196.17137145996094,1.0,143.23956298828125,212.3455810546875,1.0,144.52940368652344,183.82138061523438,1.0,162.51690673828125,193.3967742919922,1.0,198.29434204101562,198.0342559814453,1.0,177.75685119628906,159.63465881347656,1.0,209.2942352294922,165.4495086669922,1.0
5178,118.75836944580078,196.18190002441406,1.0,143.26976013183594,212.33441162109375,1.0,144.52847290039062,183.7480926513672,1.0,162.58522033691406,193.37486267089844,1.0,198.4256591796875,197.93190002441406,1.0,177.7369384765625,159.7056884765625,1.0,209.31689453125,165.4806365966797,1.0
5179,118.7358627319336,196.30270385742188,1.0,143.36415100097656,212.3124237060547,1.0,144.68287658691406,183.69937133789062,1.0,162.65518188476562,193.39242553710938,1.0,198.38026428222656,197.91160583496094,1.0,177.76463317871094,159.71829223632812,1.0,209.26904296875,165.4606475830078,1.0
5180,118.76679229736328,196.30882263183594,1.0,143.31683349609375,212.40174865722656,1.0,144.71481323242188,183.7207794189453,1.0,162.71620178222656,193.42637634277344,1.0,198.33058166503906,197.887451171875,1.0,177.6299285888672,159.75064086914062,1.0,209.35137939453125,165.31744384765625,1.0
5181,122.19954681396484,197.41603088378906,1.0,144.9259490966797,212.83474731445312,1.0,144.4858856201172,183.818115234375,1.0,163.34315490722656,192.81515502929688,1.0,199.06947326660156,197.28146362304688,1.0,177.7264862060547,159.4005889892578,1.0,211.60240173339844,165.11741638183594,1.0
5182,126.3938217163086,198.3754425048828,1.0,152.14620971679688,211.053955078125,1.0,148.09996032714844,183.02716064453125,1.0,167.43368530273438,189.84800720214844,1.0,201.19903564453125,196.6394805908203,1.0,180.41500854492188,157.2056427001953,1.0,214.0756378173828,163.79544067382812,1.0
5183,127.47953033447266,199.76776123046875,1.0,155.59915161132812,211.07908630371094,1.0,148.31158447265625,183.47750854492188,1.0,167.99887084960938,189.46572875976562,1.0,201.19619750976562,196.490234375,1.0,180.5479278564453,156.3186492919922,1.0,213.5204315185547,163.51068115234375,1.0
5184,132.41909790039062,204.61386108398438,1.0,161.5863037109375,209.1958770751953,1.0,145.65643310546875,185.7460174560547,1.0,166.04055786132812,189.9140625,1.0,200.5210418701172,197.45057678222656,1.0,180.3477020263672,156.28077697753906,1.0,213.3761749267578,163.82200622558594,1.0
5185,133.5045928955078,210.02171325683594,1.0,165.54367065429688,209.45668029785156,1.0,142.94622802734375,189.43199157714844,1.0,164.0736541748047,191.32394409179688,1.0,199.9552459716797,197.95526123046875,1.0,178.3050994873047,157.3304901123047,1.0,212.5216064453125,164.22222900390625,1.0
5186,134.1405792236328,212.93045043945312,1.0,165.18116760253906,210.2413330078125,1.0,140.1485595703125,191.7778778076172,1.0,162.49459838867188,192.10934448242188,1.0,199.4464111328125,197.60792541503906,1.0,176.41810607910156,158.058349609375,1.0,211.9051513671875,164.0041046142578,1.0
5187,134.51527404785156,217.3247833251953,1.0,165.36280822753906,211.7036895751953,1.0,139.77207946777344,193.14599609375,1.0,161.46607971191406,192.724853515625,1.0,198.66336059570312,197.8762969970703,1.0,176.03463745117188,158.32595825195312,1.0,211.75247192382812,164.2930450439453,1.0
5188,135.4236602783203,216.6580810546875,1.0,164.48085021972656,212.27230834960938,1.0,138.9402618408203,193.8427734375,1.0,160.97158813476562,193.11024475097656,1.0,198.5611114501953,197.88204956054688,1.0,175.50730895996094,158.6382293701172,1.0,211.5313720703125,164.28858947753906,1.0
5189,139.7222137451172,218.32363891601562,1.0,166.99636840820312,211.00405883789062,1.0,138.04173278808594,196.97073364257812,1.0,160.4591827392578,191.87384033203125,1.0,198.6248321533203,197.47344970703125,1.0,175.36257934570312,158.62327575683594,1.0,211.3948516845703,164.40147399902344,1.0
5190,143.4749755859375,219.87554931640625,1.0,168.47340393066406,211.95323181152344,1.0,139.7923583984375,199.61070251464844,1.0,161.87496948242188,192.32908630371094,1.0,199.4081573486328,197.61949157714844,1.0,175.7062225341797,158.24826049804688,1.0,210.9275360107422,164.45091247558594,1.0
5191,141.93399047851562,221.33648681640625,1.0,168.6316375732422,212.97216796875,1.0,139.32814025878906,200.46914672851562,1.0,160.6644287109375,193.16671752929688,1.0,198.97361755371094,197.3473663330078,1.0,174.0401153564453,158.8888397216797,0.9999998807907104,210.65945434570312,164.0604705810547,1.0
5192,141.0760498046875,222.74989318847656,1.0,168.67901611328125,213.4298858642578,1.0,138.73318481445312,201.0897674560547,1.0,160.0514373779297,194.11764526367188,1.0,198.7064971923828,197.4346466064453,1.0,173.5083465576172,159.40158081054688,0.9999998807907104,210.58056640625,163.876708984375,1.0
5193,139.69790649414062,222.61839294433594,1.0,167.73887634277344,213.90443420410156,1.0,138.57009887695312,200.82955932617188,1.0,159.77249145507812,194.45945739746094,1.0,198.41209411621094,197.4309539794922,1.0,172.55592346191406,159.77401733398438,0.9999998807907104,210.3204345703125,163.8049774169922,1.0
5194,139.5320587158203,222.4759521484375,1.0,167.8419647216797,213.9557342529297,1.0,138.48760986328125,200.6868438720703,1.0,159.91372680664062,194.46932983398438,1.0,198.5852508544922,197.57737731933594,1.0,172.73440551757812,159.90878295898438,0.9999998807907104,210.33474731445312,163.84231567382812,1.0
5195,139.47076416015625,222.47064208984375,1.0,168.09918212890625,214.0279541015625,1.0,138.51193237304688,200.672119140625,1.0,160.05856323242188,194.6370086669922,1.0,198.49212646484375,197.7167510986328,1.0,172.53045654296875,159.9578094482422,0.9999998807907104,210.1949920654297,163.9952392578125,1.0
