scorer,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000,DLC_resnet50_marsJul9shuffle1_500000
bodyparts,nose,nose,nose,ear1,ear1,ear1,ear2,ear2,ear2,neck,neck,neck,hip1,hip1,hip1,hip2,hip2,hip2,tail,tail,tail
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2709,102.37445068359375,170.61041259765625,1.0,134.39877319335938,172.19406127929688,1.0,114.65723419189453,148.20506286621094,1.0,134.8876495361328,147.81478881835938,1.0,167.58518981933594,145.55650329589844,1.0,135.1328125,111.36522674560547,1.0,170.714111328125,107.69303131103516,1.0
2710,102.50743865966797,169.04049682617188,1.0,133.83074951171875,171.74122619628906,1.0,114.77323150634766,147.53579711914062,1.0,135.1199188232422,147.4883270263672,1.0,167.85440063476562,145.59812927246094,1.0,135.64801025390625,111.02086639404297,1.0,170.86505126953125,107.82245635986328,1.0
2711,101.26372528076172,167.84901428222656,1.0,132.5123291015625,171.52734375,1.0,115.23379516601562,146.41212463378906,1.0,135.0745849609375,147.2368927001953,1.0,167.87721252441406,145.7479248046875,1.0,135.8447723388672,110.90757751464844,1.0,171.06344604492188,107.93054962158203,1.0
2712,101.71683502197266,168.5102081298828,1.0,132.55050659179688,171.9517364501953,1.0,114.46155548095703,146.94241333007812,1.0,133.8946533203125,147.59521484375,1.0,167.13136291503906,145.6871795654297,1.0,135.28240966796875,110.87340545654297,1.0,170.57159423828125,107.88147735595703,1.0
2713,102.15225982666016,168.87353515625,1.0,132.5735626220703,171.92372131347656,1.0,114.19860076904297,147.3158721923828,1.0,133.5011749267578,147.8045654296875,1.0,166.8378448486328,145.8478546142578,1.0,135.05398559570312,111.0189437866211,1.0,170.51304626464844,107.9468002319336,1.0
2714,102.2215805053711,169.1009521484375,1.0,132.6390380859375,172.09646606445312,1.0,114.18937683105469,147.4217071533203,1.0,133.57298278808594,147.8457489013672,1.0,166.81182861328125,145.7527618408203,1.0,134.92803955078125,111.08580780029297,1.0,170.52967834472656,107.94612121582031,1.0
2715,102.27616119384766,169.3786163330078,1.0,132.49179077148438,172.26913452148438,1.0,113.44193267822266,148.21395874023438,1.0,133.3765411376953,148.15777587890625,1.0,166.5768585205078,145.68687438964844,1.0,134.3807830810547,111.49573516845703,1.0,170.32640075683594,107.85340118408203,1.0
2716,102.60492706298828,169.37359619140625,1.0,132.2300567626953,172.56149291992188,1.0,112.80970001220703,148.92213439941406,1.0,132.9442901611328,148.7284698486328,1.0,166.43991088867188,145.69264221191406,1.0,134.02066040039062,111.6646499633789,1.0,170.23655700683594,107.9778060913086,1.0
2717,102.55168151855469,169.26995849609375,1.0,132.23788452148438,172.17532348632812,1.0,112.86882781982422,148.6725311279297,1.0,133.02102661132812,148.55490112304688,1.0,166.6181640625,145.8649444580078,1.0,134.26629638671875,111.63893127441406,1.0,170.3820037841797,108.08689880371094,1.0
2718,102.77271270751953,169.5399932861328,1.0,132.4828643798828,172.28054809570312,1.0,112.86663818359375,148.67225646972656,1.0,132.86595153808594,148.59555053710938,1.0,166.4476318359375,146.04531860351562,1.0,134.37278747558594,111.5680923461914,1.0,170.44500732421875,108.08799743652344,1.0
2719,102.94853973388672,169.28070068359375,1.0,132.157958984375,172.46609497070312,1.0,112.8258285522461,148.6532745361328,1.0,132.8480682373047,148.65150451660156,1.0,166.28921508789062,145.9900665283203,1.0,134.33670043945312,111.5181884765625,1.0,170.33583068847656,108.16801452636719,1.0
2720,102.73175048828125,169.24176025390625,1.0,132.14703369140625,172.30062866210938,1.0,112.63934326171875,148.48941040039062,1.0,132.72637939453125,148.56678771972656,1.0,166.19293212890625,145.9591522216797,1.0,134.29965209960938,111.60050201416016,1.0,170.31646728515625,108.1267318725586,1.0
2721,102.69984436035156,169.85401916503906,1.0,132.4171600341797,172.2505340576172,1.0,112.64678955078125,148.75326538085938,1.0,132.60865783691406,148.57582092285156,1.0,166.17698669433594,146.05535888671875,1.0,134.2893524169922,111.5728988647461,1.0,170.27719116210938,108.15010070800781,1.0
2722,102.74231719970703,169.9088897705078,1.0,132.112548828125,172.53306579589844,1.0,112.53253173828125,149.05386352539062,1.0,132.50247192382812,148.9600830078125,1.0,166.13453674316406,146.10922241210938,1.0,134.02635192871094,111.9803695678711,1.0,170.25384521484375,108.17678833007812,1.0
2723,102.62671661376953,169.81866455078125,1.0,132.0745849609375,172.3618927001953,1.0,112.73262786865234,148.70787048339844,1.0,132.35723876953125,148.8673095703125,1.0,166.07150268554688,146.10047912597656,1.0,134.2286834716797,111.80039978027344,1.0,170.18505859375,108.21601867675781,1.0
2724,102.83612060546875,169.78309631347656,1.0,131.93052673339844,172.56802368164062,1.0,112.5075454711914,149.05841064453125,1.0,132.36508178710938,149.06077575683594,1.0,165.90274047851562,146.24925231933594,1.0,133.76043701171875,112.01560974121094,1.0,170.0855255126953,108.18181610107422,1.0
2725,102.67341613769531,169.56211853027344,1.0,131.84176635742188,172.5399169921875,1.0,112.54205322265625,148.9220428466797,1.0,132.30653381347656,149.036376953125,1.0,165.84751892089844,146.2312469482422,1.0,133.785888671875,112.01710510253906,1.0,170.1090087890625,108.20809936523438,1.0
2726,102.85758972167969,169.71151733398438,1.0,131.8587646484375,172.49777221679688,1.0,112.45442962646484,148.96192932128906,1.0,132.2604522705078,149.02015686035156,1.0,165.81019592285156,146.14341735839844,1.0,133.83563232421875,112.02269744873047,1.0,170.0686798095703,108.21255493164062,1.0
2727,102.79525756835938,169.92642211914062,1.0,131.9379119873047,172.53970336914062,1.0,112.37112426757812,149.09059143066406,1.0,132.22586059570312,149.0722198486328,1.0,165.70310974121094,146.21644592285156,1.0,133.8200225830078,112.12374877929688,1.0,170.12379455566406,108.15265655517578,1.0
2728,102.99533081054688,169.80706787109375,1.0,131.92808532714844,172.5924835205078,1.0,112.37328338623047,149.201416015625,1.0,132.38058471679688,149.09048461914062,1.0,165.8527374267578,146.1975860595703,1.0,133.83975219726562,112.09423828125,1.0,170.14476013183594,108.12776184082031,1.0
2729,102.97492218017578,169.80899047851562,1.0,131.9097442626953,172.70396423339844,1.0,112.35302734375,149.21975708007812,1.0,132.47317504882812,149.11122131347656,1.0,165.8957061767578,146.2597198486328,1.0,133.80044555664062,112.1095199584961,1.0,170.11474609375,108.16464233398438,1.0
2730,102.98221588134766,169.92416381835938,1.0,131.8502197265625,172.68728637695312,1.0,112.2518081665039,149.19358825683594,1.0,132.28695678710938,149.16015625,1.0,165.6919403076172,146.38668823242188,1.0,133.79693603515625,112.20453643798828,1.0,170.0565185546875,108.2020034790039,1.0
2731,102.93767547607422,169.92562866210938,1.0,131.88021850585938,172.7699432373047,1.0,112.33858489990234,149.2869873046875,1.0,132.354736328125,149.24192810058594,1.0,165.8179931640625,146.342529296875,1.0,133.77003479003906,112.22350311279297,1.0,170.05474853515625,108.20463562011719,1.0
2732,102.98217010498047,169.9852294921875,1.0,131.88668823242188,172.82821655273438,1.0,112.3745346069336,149.3511505126953,1.0,132.4049835205078,149.29774475097656,1.0,165.93922424316406,146.3016815185547,1.0,133.7517547607422,112.30734252929688,1.0,170.02395629882812,108.23777770996094,1.0
2733,102.90029907226562,170.04869079589844,1.0,131.90420532226562,172.9300079345703,1.0,112.49298858642578,149.3897247314453,1.0,132.43931579589844,149.32974243164062,1.0,165.9364776611328,146.27902221679688,1.0,133.7978515625,112.21376037597656,1.0,169.9119415283203,108.31257629394531,1.0
2734,102.99434661865234,170.08953857421875,1.0,131.8905792236328,173.00924682617188,1.0,112.39177703857422,149.47821044921875,1.0,132.49269104003906,149.38644409179688,1.0,165.90321350097656,146.4041290283203,1.0,133.83433532714844,112.25607299804688,1.0,169.94581604003906,108.37313079833984,1.0
2735,102.9029769897461,170.1222686767578,1.0,132.34901428222656,172.58029174804688,1.0,112.69348907470703,149.09596252441406,1.0,132.6150360107422,149.14178466796875,1.0,166.00961303710938,146.1387481689453,1.0,133.8963165283203,112.2652359008789,1.0,169.9008331298828,108.37305450439453,1.0
2736,102.46315002441406,170.57843017578125,1.0,132.3197479248047,172.6848907470703,1.0,112.84913635253906,148.78433227539062,1.0,132.56741333007812,148.8892059326172,1.0,166.15396118164062,146.05247497558594,1.0,134.03402709960938,111.90839385986328,1.0,170.2129364013672,108.23262786865234,1.0
2737,101.31041717529297,172.9784393310547,1.0,133.92279052734375,172.21189880371094,1.0,113.42289733886719,148.92262268066406,1.0,132.7153778076172,148.72991943359375,1.0,166.3687744140625,146.2260284423828,1.0,134.55006408691406,111.90835571289062,1.0,170.6196746826172,108.30796813964844,1.0
2738,101.2868881225586,173.60211181640625,1.0,131.9652099609375,173.5504913330078,1.0,113.00684356689453,149.84767150878906,1.0,132.49765014648438,149.37948608398438,1.0,166.44223022460938,146.28311157226562,1.0,134.5426788330078,112.37667083740234,1.0,171.33824157714844,107.90496826171875,1.0
2739,104.66941833496094,170.8711700439453,1.0,135.3170166015625,169.6256866455078,1.0,114.43292236328125,148.18936157226562,1.0,134.93626403808594,147.15042114257812,1.0,168.79052734375,145.35678100585938,1.0,135.9846954345703,111.0851821899414,1.0,173.14434814453125,106.27532958984375,1.0
2740,106.55438232421875,169.85958862304688,1.0,136.42105102539062,168.31689453125,1.0,114.83393859863281,147.909912109375,1.0,135.20431518554688,146.1846466064453,1.0,168.79734802246094,145.07046508789062,1.0,136.670654296875,109.73741149902344,1.0,172.56211853027344,106.1867446899414,1.0
2741,107.08729553222656,169.22314453125,1.0,135.93846130371094,169.0753173828125,1.0,114.15286254882812,148.3877410888672,1.0,134.8321533203125,146.6613311767578,1.0,168.43231201171875,145.35238647460938,1.0,136.09451293945312,110.07193756103516,1.0,172.24249267578125,106.72285461425781,1.0
2742,108.07068634033203,168.66246032714844,1.0,136.15875244140625,168.69970703125,1.0,113.8306655883789,148.52401733398438,1.0,134.71971130371094,146.65597534179688,1.0,168.2348175048828,145.5927734375,1.0,136.15158081054688,110.23631286621094,1.0,172.10389709472656,107.05492401123047,1.0
2743,106.95979309082031,170.8495635986328,1.0,136.63490295410156,168.82958984375,1.0,113.7961654663086,149.2965850830078,1.0,134.29251098632812,146.9562225341797,1.0,167.96395874023438,145.51553344726562,1.0,135.46510314941406,110.31521606445312,1.0,171.36363220214844,107.25233459472656,1.0
2744,107.19063568115234,170.68565368652344,1.0,136.63087463378906,169.11456298828125,1.0,113.91374969482422,149.30535888671875,1.0,134.30935668945312,147.14907836914062,1.0,167.93701171875,145.5653533935547,1.0,135.6428680419922,110.29850769042969,1.0,171.3558349609375,107.26319885253906,1.0
2745,107.17261505126953,170.76023864746094,1.0,136.65362548828125,169.06639099121094,1.0,113.01142883300781,149.35137939453125,1.0,133.65350341796875,147.25552368164062,1.0,167.20301818847656,145.52737426757812,1.0,134.9378204345703,110.67615509033203,1.0,170.90689086914062,107.45814514160156,1.0
2746,108.79659271240234,172.14239501953125,1.0,137.8792266845703,168.29273986816406,1.0,112.9781723022461,149.69613647460938,1.0,133.64761352539062,146.98428344726562,1.0,167.4459991455078,145.63644409179688,1.0,135.53341674804688,110.58796691894531,1.0,171.29124450683594,107.29550170898438,1.0
2747,111.52904510498047,172.61349487304688,1.0,139.50534057617188,167.99697875976562,1.0,113.47449493408203,150.87962341308594,1.0,134.0840606689453,147.1908721923828,1.0,168.1905975341797,145.70497131347656,1.0,135.4927978515625,110.72624206542969,1.0,171.18756103515625,107.3958740234375,1.0
2748,117.92349243164062,175.0304718017578,1.0,142.54656982421875,166.75381469726562,1.0,115.02886962890625,154.46038818359375,1.0,135.33551025390625,147.29627990722656,1.0,170.10226440429688,145.16156005859375,1.0,135.5596160888672,111.06009674072266,1.0,172.09483337402344,106.73004150390625,1.0
2749,119.66451263427734,177.39028930664062,1.0,143.75131225585938,165.88739013671875,1.0,115.97784423828125,154.82608032226562,1.0,135.26358032226562,147.30528259277344,1.0,170.17840576171875,144.89549255371094,1.0,135.1868438720703,110.9660415649414,1.0,172.07237243652344,106.62104797363281,1.0
2750,119.72864532470703,182.83273315429688,1.0,144.1129608154297,166.69309997558594,1.0,115.86470794677734,155.8872833251953,1.0,134.7366485595703,147.96144104003906,1.0,169.25808715820312,145.1982421875,1.0,134.38876342773438,111.55154418945312,1.0,171.62001037597656,106.80269622802734,1.0
2751,118.36808776855469,181.6952362060547,1.0,143.6221923828125,167.7797088623047,1.0,115.6854476928711,155.94503784179688,1.0,134.6853485107422,148.67445373535156,1.0,169.0245819091797,145.3080291748047,1.0,134.15545654296875,111.63806915283203,1.0,171.1810302734375,107.30645751953125,1.0
2752,119.10128021240234,180.48562622070312,1.0,143.68418884277344,167.6181182861328,1.0,115.62889099121094,156.3979949951172,1.0,134.52017211914062,148.5456085205078,1.0,168.55162048339844,145.2120819091797,1.0,133.93643188476562,111.39930725097656,1.0,170.81338500976562,107.3431625366211,1.0
2753,119.3842544555664,178.77833557128906,1.0,144.03843688964844,168.23410034179688,1.0,115.58043670654297,157.15322875976562,1.0,134.6920928955078,149.25564575195312,1.0,168.6376190185547,145.3411865234375,1.0,133.469970703125,111.8006591796875,1.0,170.4428253173828,107.56041717529297,1.0
2754,119.66487121582031,177.98501586914062,1.0,143.99790954589844,168.50186157226562,1.0,115.4865951538086,157.41148376464844,1.0,134.56607055664062,149.45040893554688,1.0,168.46588134765625,145.29551696777344,1.0,133.36862182617188,111.84961700439453,1.0,170.03427124023438,107.5141830444336,1.0
2755,119.92388916015625,176.82498168945312,1.0,143.90684509277344,168.72079467773438,1.0,114.90737915039062,158.29380798339844,1.0,134.31475830078125,149.67098999023438,1.0,168.2450714111328,145.2147216796875,1.0,132.97164916992188,112.24170684814453,1.0,169.9233856201172,107.62890625,1.0
2756,120.4814682006836,175.47015380859375,1.0,144.32553100585938,169.0989990234375,1.0,114.90766906738281,158.92494201660156,1.0,134.47718811035156,150.07760620117188,1.0,168.1936798095703,145.0606689453125,1.0,132.3539276123047,112.736572265625,1.0,169.52891540527344,107.62922668457031,1.0
2757,120.39852905273438,175.8807373046875,1.0,144.3428497314453,169.09474182128906,1.0,114.94903564453125,158.88551330566406,1.0,134.47344970703125,150.13671875,1.0,168.15003967285156,145.07974243164062,1.0,132.34373474121094,112.67587280273438,1.0,169.34315490722656,107.62620544433594,1.0
2758,120.335693359375,176.56234741210938,1.0,144.41725158691406,169.23077392578125,1.0,115.06575012207031,158.9656982421875,1.0,134.48995971679688,150.2176971435547,1.0,168.1583251953125,145.10958862304688,1.0,132.28628540039062,112.71732330322266,1.0,169.38368225097656,107.61564636230469,1.0
2759,120.10454559326172,177.0135040283203,1.0,144.309814453125,169.42373657226562,1.0,115.077392578125,158.90403747558594,1.0,134.48480224609375,150.25074768066406,1.0,168.1344451904297,145.08203125,1.0,132.40283203125,112.84742736816406,1.0,169.38746643066406,107.61283111572266,1.0
2760,119.83116912841797,177.47103881835938,1.0,144.34603881835938,169.59622192382812,1.0,115.04078674316406,158.89466857910156,1.0,134.33737182617188,150.45448303222656,1.0,167.66673278808594,145.3624725341797,1.0,132.43438720703125,112.86009216308594,1.0,169.46739196777344,107.54226684570312,1.0
2761,119.89176177978516,177.27178955078125,1.0,144.3297119140625,169.641357421875,1.0,115.089599609375,158.85057067871094,1.0,134.4268798828125,150.48968505859375,1.0,167.849853515625,145.2610321044922,1.0,132.2291717529297,113.02771759033203,1.0,169.440673828125,107.4986572265625,1.0
2762,119.64727020263672,177.0667724609375,1.0,144.1774139404297,169.6923370361328,1.0,114.97355651855469,158.96337890625,1.0,134.24557495117188,150.56857299804688,1.0,167.8052978515625,145.22308349609375,1.0,132.06678771972656,113.06593322753906,1.0,169.3545379638672,107.50572967529297,1.0
2763,119.66523742675781,177.00973510742188,1.0,144.14047241210938,169.6683349609375,1.0,115.00749206542969,158.881591796875,1.0,134.2551727294922,150.53834533691406,1.0,167.8235321044922,145.2449951171875,1.0,132.06661987304688,113.08320617675781,1.0,169.48741149902344,107.48081970214844,1.0
2764,119.75563049316406,177.0290985107422,1.0,144.37892150878906,169.50987243652344,1.0,115.00636291503906,158.8803253173828,1.0,134.362060546875,150.53146362304688,1.0,167.85691833496094,145.308837890625,1.0,132.1843719482422,113.09888458251953,1.0,169.49032592773438,107.54581451416016,1.0
2765,119.89346313476562,177.0027313232422,1.0,144.45237731933594,169.641845703125,1.0,115.03498840332031,158.97451782226562,1.0,134.3938446044922,150.63973999023438,1.0,167.87770080566406,145.2317657470703,1.0,132.15939331054688,113.1460952758789,1.0,169.44151306152344,107.53270721435547,1.0
2766,119.83838653564453,177.30734252929688,1.0,144.6647491455078,169.6686553955078,1.0,115.09458923339844,159.03982543945312,1.0,134.49913024902344,150.69749450683594,1.0,167.92042541503906,145.20492553710938,1.0,132.18646240234375,113.20059967041016,1.0,169.39744567871094,107.46160888671875,1.0
2767,119.59200286865234,177.17327880859375,1.0,144.18772888183594,169.80874633789062,1.0,115.0705337524414,159.03067016601562,1.0,134.34312438964844,150.75228881835938,1.0,167.86892700195312,145.1662139892578,1.0,131.93588256835938,113.2016372680664,1.0,169.33218383789062,107.48914337158203,1.0
2768,119.66888427734375,177.2626190185547,1.0,144.31910705566406,169.71075439453125,1.0,115.07650756835938,158.97215270996094,1.0,134.3567352294922,150.71890258789062,1.0,167.8453826904297,145.24420166015625,1.0,132.0240478515625,113.21939086914062,1.0,169.347900390625,107.4824447631836,1.0
2769,119.86601257324219,177.27798461914062,1.0,144.70741271972656,169.67771911621094,1.0,115.1761245727539,159.08859252929688,1.0,134.6204071044922,150.7509765625,1.0,168.0084228515625,145.17376708984375,1.0,132.01177978515625,113.25020599365234,1.0,169.35301208496094,107.47112274169922,1.0
2770,119.60104370117188,176.95159912109375,1.0,144.37062072753906,169.68067932128906,1.0,114.9932861328125,159.06341552734375,1.0,134.40859985351562,150.7484588623047,1.0,167.95135498046875,145.22325134277344,1.0,131.84359741210938,113.31453704833984,1.0,169.32333374023438,107.47400665283203,1.0
2771,119.7153091430664,177.20826721191406,1.0,144.59121704101562,169.8011016845703,1.0,115.10194396972656,159.18173217773438,1.0,134.5245819091797,150.84085083007812,1.0,167.9628448486328,145.18637084960938,1.0,131.7372283935547,113.37735748291016,1.0,169.31027221679688,107.48915100097656,1.0
2772,119.91334533691406,177.29745483398438,1.0,144.45762634277344,169.86375427246094,1.0,115.23899841308594,159.1356964111328,1.0,134.4453582763672,150.74725341796875,1.0,167.59536743164062,145.42916870117188,1.0,132.2941436767578,113.32552337646484,1.0,169.3914337158203,107.70243072509766,1.0
2773,119.97918701171875,177.3465576171875,1.0,144.46475219726562,169.7400665283203,1.0,115.1937484741211,159.1585693359375,1.0,134.362548828125,150.79957580566406,1.0,167.64324951171875,145.51097106933594,1.0,132.23565673828125,113.3115005493164,1.0,169.38845825195312,107.70767974853516,1.0
2774,119.97200775146484,177.34129333496094,1.0,144.82534790039062,169.66189575195312,1.0,115.20865631103516,159.1785125732422,1.0,134.5194854736328,150.74810791015625,1.0,167.8626708984375,145.34922790527344,1.0,132.13328552246094,113.32470703125,1.0,169.39674377441406,107.67386627197266,1.0
2775,120.05184173583984,177.64031982421875,1.0,144.90426635742188,169.8169403076172,1.0,115.31733703613281,159.1182861328125,1.0,134.65341186523438,150.91848754882812,1.0,167.76731872558594,145.33740234375,1.0,132.31492614746094,113.30529022216797,1.0,169.39866638183594,107.70498657226562,1.0
2776,120.08096313476562,177.53683471679688,1.0,144.6436309814453,169.71356201171875,1.0,115.17320251464844,159.3166046142578,1.0,134.34747314453125,150.90878295898438,1.0,167.76535034179688,145.32139587402344,1.0,132.11683654785156,113.34654235839844,1.0,169.3613739013672,107.67310333251953,1.0
2777,120.06990051269531,177.59323120117188,1.0,144.74124145507812,169.8291473388672,1.0,115.25100708007812,159.39532470703125,1.0,134.4617156982422,151.01751708984375,1.0,167.91995239257812,145.4483184814453,1.0,132.0854034423828,113.38277435302734,1.0,169.37103271484375,107.70072174072266,1.0
2778,120.13616180419922,178.04794311523438,1.0,144.94796752929688,169.7073516845703,1.0,115.34070587158203,159.3118133544922,1.0,134.5184783935547,150.94839477539062,1.0,167.9268035888672,145.5045623779297,1.0,132.18504333496094,113.3370590209961,1.0,169.37074279785156,107.70633697509766,1.0
2779,120.5273208618164,179.53579711914062,1.0,145.40325927734375,169.03414916992188,1.0,115.81595611572266,159.08460998535156,1.0,134.897705078125,150.7534637451172,1.0,168.01162719726562,145.19332885742188,1.0,132.40243530273438,113.37538146972656,1.0,169.4551544189453,107.62242126464844,1.0
2780,120.8687744140625,184.42105102539062,1.0,145.47006225585938,168.7978057861328,1.0,115.64081573486328,159.46815490722656,1.0,134.648681640625,150.7509307861328,1.0,168.16806030273438,145.6211395263672,1.0,132.2271270751953,113.64765930175781,1.0,169.93609619140625,107.30130004882812,1.0
2781,123.8499984741211,184.28761291503906,1.0,146.10682678222656,166.06631469726562,1.0,117.4676742553711,158.1944122314453,1.0,135.11741638183594,148.86715698242188,1.0,168.484619140625,145.80714416503906,1.0,133.59217834472656,112.24781036376953,1.0,171.8775177001953,106.29723358154297,1.0
2782,130.8801727294922,188.00262451171875,1.0,149.25067138671875,164.9659881591797,1.0,120.25719451904297,159.3295135498047,1.0,136.94935607910156,149.0589141845703,1.0,168.8159942626953,145.05746459960938,1.0,133.37608337402344,112.69049072265625,1.0,172.08592224121094,105.53659057617188,1.0
2783,139.0265655517578,186.9186553955078,1.0,151.71865844726562,164.13320922851562,1.0,122.23607635498047,164.73939514160156,1.0,136.30892944335938,151.67190551757812,1.0,167.30674743652344,145.12686157226562,1.0,131.26124572753906,113.67180633544922,1.0,170.53085327148438,105.94840240478516,1.0
2784,142.28518676757812,182.65628051757812,1.0,154.1505584716797,163.1935272216797,1.0,125.10857391357422,165.68931579589844,1.0,137.5374298095703,151.73992919921875,1.0,167.8004608154297,143.99349975585938,1.0,130.02774047851562,114.01110076904297,1.0,169.76541137695312,105.74090576171875,1.0
2785,143.04014587402344,180.70791625976562,1.0,155.1688995361328,162.88626098632812,1.0,125.76806640625,165.76405334472656,1.0,138.24317932128906,151.73590087890625,1.0,168.13734436035156,143.43740844726562,1.0,129.80325317382812,114.09846496582031,1.0,169.72393798828125,105.18931579589844,1.0
2786,145.48995971679688,180.1463623046875,1.0,156.04388427734375,164.03506469726562,1.0,127.00053405761719,166.79217529296875,1.0,138.9849090576172,152.40963745117188,1.0,168.35214233398438,143.71202087402344,1.0,129.2176513671875,114.82796478271484,1.0,169.0720977783203,105.38693237304688,1.0
2787,148.48223876953125,181.21763610839844,1.0,157.07302856445312,164.1542510986328,1.0,127.82173919677734,168.07386779785156,1.0,138.94288635253906,153.5616912841797,1.0,168.55955505371094,143.7228240966797,1.0,128.9353485107422,115.41921997070312,1.0,168.74142456054688,105.16313171386719,1.0
2788,150.08816528320312,180.9337921142578,1.0,157.818115234375,164.2173614501953,1.0,128.73941040039062,168.9251708984375,1.0,139.6739044189453,153.88333129882812,1.0,168.49644470214844,143.60638427734375,1.0,128.10719299316406,115.8163833618164,1.0,168.2090606689453,105.03514099121094,1.0
2789,149.30892944335938,180.55224609375,1.0,159.0452117919922,164.8590850830078,1.0,129.3997344970703,169.42489624023438,1.0,140.36798095703125,154.537353515625,1.0,168.68080139160156,143.45932006835938,1.0,127.92030334472656,116.18304443359375,1.0,167.79136657714844,105.1060791015625,1.0
2790,148.82562255859375,180.72584533691406,1.0,158.92666625976562,164.92283630371094,1.0,129.3312225341797,169.43431091308594,1.0,140.3901824951172,154.50857543945312,1.0,168.67445373535156,143.4632110595703,1.0,127.72785186767578,116.1937026977539,1.0,167.76461791992188,105.04487609863281,1.0
2791,148.21188354492188,181.1505889892578,1.0,158.7838134765625,165.1106719970703,1.0,129.13548278808594,169.4816131591797,1.0,140.3443603515625,154.44325256347656,1.0,168.71002197265625,143.339111328125,1.0,127.7053451538086,116.15873718261719,1.0,167.5092010498047,104.94270324707031,1.0
2792,148.1244354248047,181.1604766845703,1.0,158.8679656982422,165.0679473876953,1.0,129.17750549316406,169.45530700683594,1.0,140.29441833496094,154.486328125,1.0,168.6727294921875,143.4107208251953,1.0,128.18589782714844,115.92989349365234,1.0,167.48062133789062,104.88333129882812,1.0
2793,148.0940399169922,181.21441650390625,1.0,158.8824005126953,165.07492065429688,1.0,129.2103729248047,169.5205535888672,1.0,140.31431579589844,154.44580078125,1.0,168.66407775878906,143.3763885498047,1.0,128.22425842285156,115.91064453125,1.0,167.3357696533203,104.81816864013672,1.0
2794,148.24591064453125,181.30323791503906,1.0,159.07101440429688,165.12918090820312,1.0,129.25413513183594,169.80662536621094,1.0,140.4582977294922,154.711181640625,1.0,168.58151245117188,143.5092010498047,1.0,128.15805053710938,115.90992736816406,1.0,167.28883361816406,104.85599517822266,1.0
2795,148.2225341796875,181.92315673828125,1.0,159.2129364013672,165.4175262451172,1.0,129.22705078125,169.9079132080078,1.0,140.73333740234375,154.88502502441406,1.0,168.70846557617188,143.32696533203125,1.0,127.7497329711914,116.16624450683594,1.0,167.2333984375,104.84346008300781,1.0
2796,148.4790496826172,181.3424835205078,1.0,159.4257049560547,165.23291015625,1.0,129.2170867919922,169.95306396484375,1.0,140.6335906982422,154.85997009277344,1.0,168.70541381835938,143.44935607910156,1.0,127.93592071533203,116.13363647460938,1.0,167.1881866455078,104.86336517333984,1.0
2797,149.28672790527344,181.67745971679688,1.0,159.49888610839844,165.09661865234375,1.0,129.3987274169922,169.89776611328125,1.0,140.5501708984375,154.77032470703125,1.0,168.59469604492188,143.72218322753906,1.0,128.2904815673828,116.0235595703125,1.0,167.28379821777344,104.93667602539062,1.0
2798,149.6000213623047,181.9047088623047,1.0,158.7154541015625,164.1634521484375,1.0,129.41929626464844,169.7270050048828,1.0,140.48611450195312,154.6627655029297,1.0,168.7954864501953,143.8439178466797,1.0,128.202392578125,116.12059020996094,1.0,167.48779296875,104.97550201416016,1.0
2799,145.33815002441406,180.5683135986328,1.0,157.95974731445312,164.98228454589844,1.0,128.21961975097656,168.61444091796875,1.0,141.13450622558594,154.2940673828125,1.0,170.04530334472656,143.14584350585938,1.0,129.81529235839844,115.76287078857422,1.0,169.83578491210938,104.5541000366211,1.0
2800,140.06222534179688,178.1981658935547,1.0,157.65347290039062,164.97518920898438,1.0,127.16613006591797,166.1854248046875,1.0,142.0485076904297,152.7637939453125,1.0,171.2142333984375,142.08538818359375,1.0,130.7965545654297,114.9311294555664,1.0,170.64620971679688,104.16905975341797,1.0
2801,130.77490234375,178.3352813720703,1.0,154.1440887451172,165.5242462158203,1.0,124.17716217041016,160.40985107421875,1.0,142.05859375,150.04592895507812,1.0,173.15725708007812,141.49229431152344,1.0,132.71018981933594,113.01192474365234,1.0,170.72137451171875,104.08287811279297,1.0
2802,125.09199523925781,177.14402770996094,1.0,150.852783203125,167.7840576171875,1.0,121.93428039550781,158.41275024414062,1.0,140.52842712402344,149.627685546875,1.0,172.20494079589844,141.9288787841797,1.0,132.91322326660156,112.25489807128906,1.0,170.18577575683594,105.02422332763672,1.0
